"Speciality","contract","LicenseNumber","LocationNumber","FacInstanceId","FacilityType","FacilityName","FacilityStatus","LocationAddress","LocationCity","LocationState","LocationZipCode","LocationCounty","MailAddress","MailCity","MailState","MailZipCode","TelephoneNmbr","FaxNmbr","ConfidentialFaxNmbr","RCSRegionUnit","SpecialityCode","ContractCode","FacilityPOC","LicensedBedCount","LicenseExpirationDate","CheckCompleteDate","CheckType","POCId","MemoryCertFlag","Disclosure of Services","Has Reports?","Reports Location",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","756989","40013291","49613","AF  ","# 1 Empowering Adult Family Home LLC","OP    ","5511 West Brookfield Ave","Spokane","WA","99208","Spokane","5511 West Brookfield Ave","Spokane","WA","99208","(509) 994-6150","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Ndonge, Peris N.","6","","","","788872","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756989","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756989",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757953","40012480","50901","AF  ","# Angel's Touch AFH2","OP    ","19314 E Main Ave","Spokane Valley","WA","99016","Spokane","19314 E Main Ave","Spokane Valley","WA","99016","(509) 270-0441","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Uma, Dagnachew Doug","6","","","","749806","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757953","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757886","40014181","50895","AF  ","#1 A Golden Heart Adult Family Home 2, LLC","OP    ","11617 E 25th Ave","Spokane Valley","WA","99206","Spokane","3523 S Sundown Dr","Spokane Valley","WA","99206","(509) 862-6188","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Duvert, Jean","5","","","","756745","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757886","No"," ",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757948","40014242","50982","AF  ","#1 ANGELS ON CALL LLC","OP    ","7114 N Hamilton St","Spokane","WA","99208","Spokane","7114 N Hamilton St","Spokane","WA","99208","(509) 934-9947","","","1E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Mutombo, Francina W.","6","","","","848514","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757948","No"," ",
"Mental Health, Dementia","Expanded Community Services, Adult Family Home","757050","40013236","49536","AF  ","#1 ASSURED CARE ADULT FAMILY HOME LLC","OP    ","12421 W 2ND AVE","AIRWAY HEIGHTS","WA","99001","Spokane","12421 W 2ND AVE","AIRWAY HEIGHTS","WA","99001","(509) 270-4027","","","1E","SPMI, SPDE","1080XS-12 , 1080XS-12 ","Njuguna, Joseph","5","","","","1015934","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757050","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757050",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","755387","40011695","47026","AF  ","#1 Cozy Home, LLC","OP    ","3711 W Delbert Ave","Spokane","WA","99208","Spokane","3711 W Delbert Ave","Spokane","WA","99208","(509) 315-5065","","(509) 474-9004","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Barry, Anta F.","6","","","","820938","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755387","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755387",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758479","40014714","51672","AF  ","#1 HARMONY HOUSE LLC","OP    ","4104 N Bessie Rd","Spokane","WA","99212","Spokane","4104 N Bessie Rd","Spokane","WA","99212","(509) 703-7689","","","1E","SPMI, SPDE, SPDD","1080XS-12 ","SAKO, ASSITA","6","","","","950108","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758479","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","756885","40013098","49341","AF  ","#1 Sunshine Home LLC","OP    ","2020 W Gordon Ave","Spokane","WA","99205","Spokane","2020 W Gordon Ave","Spokane","WA","99205","(509) 798-8015","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Azatassou, Mathilde R.","6","","","","1014816","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756885","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756885",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758540","40014654","51594","AF  ","#1ALL4BESTHOMECARE LLC","OP    ","1821 N McMillan Ln","Spokane Valley","WA","99016","Spokane","1821 N McMillan Ln","Spokane Valley","WA","99016","(646) 549-8736","","","1E","SPMI, SPDE, SPDD","1080XS-12 ","Ouedraogo, Pegdwende","6","","","","1201577","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758540","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","756638","40012797","48875","AF  ","#1Integratedcare, LLC","OP    ","21 S Holiday Rd","Spokane Valley","WA","99016","Spokane","21 S Holiday Rd","Spokane Valley","WA","99016","(509) 216-0495","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Mungualinipa, Deborah","6","","","","193734","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756638","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756638",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","758826","40014918","51969","AF  ","#2 CARE4YOU, LLC","OP    ","3214 S Wilbur Rd","Spokane Valley","WA","99206","Spokane","3214 S Wilbur Rd","Spokane Valley","WA","99206","(509) 798-8740","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Barry, Jihane","6","","","","1022598","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758826","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","755055","40011557","46769","AF  ","#Angels Touch AFH","OP    ","15213 E 2nd Ave","Spokane Valley","WA","99037","Spokane","15213 E 2nd Ave","Spokane Valley","WA","99037","(509) 270-0441","","(509) 474-0635","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Uma, Dagnachew Doug","6","","","","749806","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755055","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755055",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758311","40014522","51402","AF  ","*1UNIFIED CARE LLC","OP    ","1615 W Kiernan Ave","Spokane","WA","99205","Spokane","1615 W Kiernan Ave","Spokane","WA","99205","(509) 957-0712","","","1E","SPMI, SPDE, SPDD","1080XS-12 ","Mungualinipa, Viva","6","","","","925168","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758311","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758311",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","756493","40012532","48459","AF  ","00001 Suzanne's South Hill Adult Family Home LLC","OP    ","3707 E 27th Ave","Spokane","WA","99223","Spokane","3707 E 27th Ave","Spokane","WA","99223","(509) 270-9547","","","1E","SPMI, SPDE, SPDD","1080XS-12 ","Hurst, Suzanne","6","","","","1018138","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756493","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756493",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","756591","40004873","48933","AF  ","1 Sweet Life","OP    ","11011 E 6th Ave","Spokane Valley","WA","99206","Spokane","11011 E 6th Ave","Spokane Valley","WA","99206","(509) 934-1107","","(866) 577-2978","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Maganga, Peter","6","","","","1025641","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756591","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756591",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757804","40014014","50679","AF  ","1COZYHOME2, LLC","OP    ","3635 W Indian Trail Rd","Spokane","WA","99208","Spokane","3635 W Indian Trail Rd","Spokane","WA","99208","(509) 703-7199","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Barry, Anta F.","6","","","","820938","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757804","No"," ",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","757121","40013405","49761","AF  ","A BEAUTIFUL HEART 2 ADULT FAMILY HOME","OP    ","11021 E 19TH AVENUE","Spokane Valley","WA","99206","Spokane","11021 E 19TH AVENUE","Spokane Valley","WA","99206","(509) 798-8060","","","1E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Mathenge, Nancy N.","6","","","","1025843","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757121","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757121",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754232","40010973","45718","AF  ","A Beautiful Heart Adult Family Home LLC","OP    ","10823 East 16th Avenue","Spokane Valley","WA","99206","Spokane","10823 East 16th Avenue","Spokane Valley","WA","99206","(509) 279-2880","","(509) 267-0011","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Mathenge, Nancy N.","6","","","","1025843","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754232","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754232",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754422","40011098","45985","AF  ","A Blissful Haven 2 AFH LLC","OP    ","4711 East 36th Court","Spokane","WA","99223","Spokane","4711 East 36th Court","Spokane","WA","99223","(509) 473-9551","","(866) 686-0954","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Adewale, Francis","6","","","","1024887","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754422","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754422",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","756878","40012954","49457","AF  ","A BLISSFUL HAVEN 2 AFH LLC (MARTIN HOME)","OP    ","6021 S Martin St","Spokane","WA","99223","Spokane","6021 S Martin St","Spokane","WA","99223","(509) 370-4407","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Adewale, Francis","6","","","","1024887","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756878","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756878",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Private Duty Nursing, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","758352","40014751","51725","AF  ","A BLISSFUL HAVEN AFH LLC","OP    ","3515 E Tracey Ct","Spokane","WA","99223","Spokane","4711 E 36th Ct","Spokane","WA","99223","(509) 838-7873","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Adewale, Olamide","6","","","","975045","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758352","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758352",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755344","40011735","47097","AF  ","A Blissful Haven AFH LLC","OP    ","5709 S Pittsburg St","Spokane","WA","99223","Spokane","5709 S Pittsburg St","Spokane","WA","99223","(509) 445-4321","","(866) 686-0954","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Adewale, Olamide","6","","","","975045","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755344","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755344",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757709","40013913","50542","AF  ","A CARE FROM HEART AFH LLC","OP    ","2221 E Columbia Ave","Spokane","WA","99208","Spokane","2221 E Columbia Ave","Spokane","WA","99208","(509) 315-8364","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","GACHUHI, SALOME","5","","","","1101599","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757709","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757709",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755585","40011973","47499","AF  ","A Delightful Place LLC","OP    ","1911 S Mcdonald Rd","Spokane Valley","WA","99216","Spokane","1911 S Mcdonald Rd","Spokane Valley","WA","99216","(509) 919-4929","","(855) 955-1265","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Ugorji, Ebere","6","","","","1014580","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755585","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755585",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, DDA Meaningful Day, Adult Family Home","756941","40013223","49519","AF  ","A Fabulous Place AFH","OP    ","117 N McDonald Rd","Spokane Valley","WA","99216","Spokane","117 N McDonald Rd","Spokane Valley","WA","99216","(509) 309-3170","","(509) 309-3172","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Kariuki, Ernest","6","","","","1026230","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756941","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756941",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","753384","40010438","44459","AF  ","A Golden Road AFH","OP    ","2004 E South Ridge Dr","Spokane","WA","99223","Spokane","2004 E South Ridge Dr","Spokane","WA","99223","(509) 822-7795","","(509) 315-5837","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Szymanski, Ryan","8","","","","1015736","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753384","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753384",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","756772","40012933","49083","AF  ","A Happy Place Adult Family Home","OP    ","11114 E 23rd Ave","Spokane Valley","WA","99206","Spokane","11114 E 23rd Ave","Spokane Valley","WA","99206","(862) 588-1662","","","1E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Duvert, Rose D.","6","","","","1014669","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756772","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756772",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","756480","40012825","48914","AF  ","A House of Grace AFH, LLC","OP    ","1804 W Kiernan Ave","Spokane","WA","99205","Spokane","1804 W Kiernan Ave","Spokane","WA","99205","(360) 706-8915","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Muigai, Salome W.","6","","","","1014327","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756480","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756480",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757906","40014127","50831","AF  ","A Marvelous Place AFH","OP    ","813 S Park Rd","Spokane Valley","WA","99212","Spokane","813 S Park Rd","Spokane Valley","WA","99212","(509) 505-4309","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","NGIGI, DUNCAN N.","6","","","","1099381","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757906","No"," ",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","754908","40011378","46471","AF  ","A Merit Place AFH LLC","OP    ","12204 E 18th Ave","Spokane Valley","WA","99206","Spokane","12204 E 18th Ave","Spokane Valley","WA","99206","(509) 474-9477","","(509) 413-2995","1E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","GEBREMARIAM, LAMROT E.","6","","","","546463","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754908","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754908",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757313","40013520","49917","AF  ","A Mindful Place AFH LLC","OP    ","3007 W Longfellow Ave","Spokane","WA","99205","Spokane","3007 W Longfellow Ave","Spokane","WA","99205","(509) 981-2646","","","1E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Salaten, Anur J.","5","","","","1026263","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757313","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755275","40011701","47037","AF  ","A Nurse Inspired Family Home","OP    ","14024 E Cataldo Avenue","Spokane Valley","WA","99216","Spokane","14024 E Cataldo Avenue","Spokane Valley","WA","99216","(509) 381-5323","(509) 732-9970","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Wangai, George K.","6","","","","807384","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755275","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755275",
