"Speciality","contract","LicenseNumber","LocationNumber","FacInstanceId","FacilityType","FacilityName","FacilityStatus","LocationAddress","LocationCity","LocationState","LocationZipCode","LocationCounty","MailAddress","MailCity","MailState","MailZipCode","TelephoneNmbr","FaxNmbr","ConfidentialFaxNmbr","RCSRegionUnit","SpecialityCode","ContractCode","FacilityPOC","LicensedBedCount","LicenseExpirationDate","CheckCompleteDate","CheckType","POCId","MemoryCertFlag","Disclosure of Services","Has Reports?","Reports Location",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","755888","40012168","47825","AF  ","# 1 Freedom Adult Family Home LLC ","OP    ","21403 4th Pl S","Des Moines","WA","98198","King","21403 4th Pl S","Des Moines","WA","98198","(206) 592-2166","","(206) 429-2434","2G","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","TESFAMICAEL, NATSNET G.","6","","","","580109","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755888","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755284","40008204","47096","AF  ","# I Care AFH LLC","OP    ","3834 I Place NE","Auburn","WA","98002","King","18610 68th St E","Bonney Lake","WA","98391","(206) 412-0235","","(253) 987-7752","2G","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Enyew, Ephrem","5","","","","1162936","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755284","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755284",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","755603","40008064","47684","AF  ","#1 Amen Adult Family Home LLC","OP    ","7339 NE 140th St","Kirkland","WA","98034","King","7339 NE 140th St","Kirkland","WA","98034","(425) 898-4876","","(206) 445-7998","2G","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Kindane, Haregu","6","","","","1022597","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755603","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755603",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","756797","40006503","49278","AF  ","#1 Helping Hand AFH LLC","OP    ","11805 SE 64th St","Bellevue","WA","98006","King","11805 SE 64th St","Bellevue","WA","98006","(425) 687-7127","","(425) 255-6603","2E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","CISLARU, NATALIA","6","","","","579198","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756797","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756797",
"Mental Health, Dementia","Adult Family Home","755763","40011984","47519","AF  ","#1 Little Angel Adult Family Home LLC","OP    ","4610 Kent Ct","Kent","WA","98032","King","4610 Kent Ct","Kent","WA","98032","(253) 236-4440","","(253) 236-4440","2G","SPMI, SPDE","1080XS-12 ","Mwaura, Tabitha M.","6","","","","197090","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755763","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755763",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758919","40015031","52129","AF  ","#1 THE ROCK OF MERCY LLC","OP    ","32153 32nd Ave SW","Federal Way","WA","98023","King","32153 32nd Ave SW","Federal Way","WA","98023","(650) 235-0728","","","2E","SPMI, SPDE, SPDD","1080XS-12 ","Aho, Mohokoi","6","","","","576172","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758919","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758919",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754459","40011121","46023","AF  ","* 1st Northgate Adult Family Home","OP    ","2103 N 115th St","Seattle","WA","98133","King","2103 N 115th St","Seattle","WA","98133","(206) 257-0203","","(206) 457-4028","2E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Sahile, Helen A.","5","","","","508920","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754459","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754459",
"Mental Health, Dementia","Expanded Community Services, Adult Family Home","754361","40005283","46058","AF  ","* Cedar Park","OP    ","11110 NE 164th Pl","Bothell","WA","98011","King","11110 NE 164th Pl","Bothell","WA","98011","(425) 489-1816","","(425) 481-1845","2I","SPMI, SPDE","1080XS-12 , 1080XS-12 ","Drammeh, Jainaba","6","","","","225980","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754361","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754361",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","756015","40009429","48098","AF  ","* Ethos AFH LLC","OP    ","29933 2ND PLACE SW","FEDERAL WAY","WA","98023","King","29933 2nd Place SW","Federal Way","WA","98023","(206) 212-6303","","(206) 653-7415","2E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Kassa, Abraham H.","5","","","","699780","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756015","No"," ",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","754281","40010997","45768","AF  ","* Mulu's Golden Care AFH LLC","OP    ","15226 30th Ave S","Seatac","WA","98188","King","15226 30th Ave S","Seatac","WA","98188","(206) 535-8370","","(206) 420-1596","2G","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Wereta, Mulu A.","4","","","","165055","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754281","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754281",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","754316","40011000","45772","AF  ","* Palm House LLC","OP    ","25450 111th Ave SE","Kent","WA","98030","King","25450 111th Ave SE","Kent","WA","98030","(206) 403-0640","","(206) 208-2894","2E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Girma, Azeb M.","6","","","","456824","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754316","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754316",
"Mental Health, Dementia","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","757496","40012249","50441","AF  ","* Trinity Elderly Care AFH 2","OP    ","23332 106th Ave SE","Kent","WA","98031","King","23332 106th Ave SE","Kent","WA","98031","(253) 981-4533","","","2E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","WORKU, ALEMTSEHAY T.","6","","","","440456","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757496","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758357","40014583","51494","AF  ","** SIMREN AFH","OP    ","8816 S 122nd St","Seattle","WA","98178","King","8816 S 122nd St","Seattle","WA","98178","(206) 230-3531","","","2G","SPMI, SPDE, SPDD","1080XS-12 ","SEGNI GEMEDA, TIRUNESH","5","","","","625023","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758357","No"," ",
"Mental Health, Dementia","No Contract","755352","40011702","47038","AF  ","***** Living At Lake Meridian AFH","OP    ","26331 143rd Ave SE","Kent","WA","98042","King","13041 SE 184th Pl","Renton","WA","98058","(253) 981-4344","","(425) 228-6288","2E","SPMI, SPDE","","POWELL, OLIMPIA B.","6","","","","584071","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755352","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755352",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","758096","40014295","51054","AF  ","**Elizabeth's Care Home LLC","OP    ","12513 SE 172nd St","Renton","WA","98058","King","12513 SE 172nd St","Renton","WA","98058","(425) 271-8416","","","2E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Otieno, Josephine A.","6","","","","528306","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758096","No"," ",
"Mental Health, Dementia","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754032","40010848","45404","AF  ","**Perfect Care LLC","OP    ","17940 51st Ave S","Seatac","WA","98188","King","17940 51st Ave S","Seatac","WA","98188","(206) 436-9425","","(206) 299-3126","2G","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Solomon, Bezawit T.","5","","","","460044","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754032","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754032",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","753686","40010640","44978","AF  ","**Safe Haven AFH LLC","OP    ","8438 S 123rd Pl","Seattle","WA","98178","King","8438 S 123rd Pl","Seattle","WA","98178","(425) 291-7337","","(206) 299-4333","2G","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Mekonnen, Girmachew T.","8","","","","503682","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753686","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753686",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","757757","40013219","50732","AF  ","**To Be Cherished Adult Family Home L.L.C.","OP    ","14212 SE 165TH PL","RENTON","WA","98058","King","14212 SE 165TH PL","RENTON","WA","98058","(425) 970-3648","","","2E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Singh, Ericka N.","6","","","","496660","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757757","No"," ",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","754391","40002770","45896","AF  ","**To Be Cherished Adult Family Home LLC","OP    ","4639 S Austin St","Seattle","WA","98118","King","4639 S Austin St","Seattle","WA","98118","(206) 234-1879","","(206) 723-1675","2E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Singh, Ericka N.","6","","","","496660","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754391","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754391",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","754100","40010886","45518","AF  ","*1st* Hope Adult Family Home LLC","OP    ","17002 129th Ave SE","Renton","WA","98058","King","16965 129th Ave SE","Renton","WA","98058","(425) 572-0357","","(425) 282-4032","2E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Otieno, Janet A.","6","","","","515696","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754100","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754100",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","754770","40011312","46371","AF  ","*A Love and Care AFH","OP    ","4244 S 184th St","SeaTac","WA","98188","King","4244 S 184th St","SeaTac","WA","98188","(206) 588-2257","","(206) 588-2687","2G","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","DEJENE, KIDIST W.","6","","","","541261","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754770","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754770",
"Mental Health, Dementia","Adult Family Home","757081","40012013","49784","AF  ","*ALL KINDNESS AND GRACE LLC","OP    ","528 NE 120th St","Seattle","WA","98125","King","528 NE 120th St","Seattle","WA","98125","(206) 695-2918","","","2E","SPMI, SPDE","1080XS-12 ","Dreava, Beniamin","6","","","","1015508","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757081","No"," ",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","754401","40003992","46046","AF  ","*Dynamic Care Adult Family Home LLC","OP    ","11614 SE 52nd St","Bellevue","WA","98006","King","11614 SE 52nd St","Bellevue","WA","98006","(425) 603-0246","","(425) 648-4418","2E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","GETACHEW, HIRUT","6","","","","509516","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754401","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754401",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754053","40000823","45431","AF  ","*Ek Care Adult Family Home LLC","OP    ","1759 NE 148TH ST","SHORELINE","WA","98155","King","1759 NE 148TH ST","SHORELINE","WA","98155","(206) 362-3657","","(360) 399-1620","2I","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Kidanemariam, Ruth G.","6","","","","599120","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754053","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754053",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","755770","40012081","47677","AF  ","*Love With Care AFH LLC","OP    ","30451 11th Ave S","Federal Way","WA","98003","King","30451 11th Ave S","Federal Way","WA","98003","(206) 429-2377","","(206) 238-5463","2G","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","DEMSSIE, ELSA","6","","","","494523","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755770","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755770",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","755161","40003255","47240","AF  ","*Newcastle Adult Family Home LLC","OP    ","6583 125TH AVENUE SE","BELLEVUE","WA","98006","King","6583 125TH AVENUE SE","BELLEVUE","WA","98006","(425) 957-7587","","(425) 747-7155","2E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","GURUMU, BERHANU","6","","","","806824","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755161","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755161",
"Mental Health, Dementia","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755437","40011823","47241","AF  ","*Prince of Peace AFH LLC","OP    ","28819 20th Pl S","Federal Way","WA","98003","King","28819 20th Pl S","Federal Way","WA","98003","(206) 212-4928","","(206) 212-4928","2G","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","MACHARIA, NANCY","6","","","","578580","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755437","No"," ",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755617","40011977","47510","AF  ","*Sacred Garden AFH LLC","OP    ","29010 43rd Ave S","Auburn","WA","98001","King","29010 43rd Ave S","Auburn","WA","98001","(206) 212-6152","","(206) 212-6034","2G","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Ndungi, Pauline W.","6","","","","587519","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755617","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755617",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","757273","40013317","49648","AF  ","*Saved By Grace LLC","OP    ","26427 126TH PL SE","KENT","WA","98030","King","26427 126TH PL SE","KENT","WA","98030","(360) 932-4216","","","2E","SPMI, SPDE, SPDD","1080XS-12 ","Villarin, Jennylynn I.","5","","","","521502","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757273","No"," ",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754492","40011154","46105","AF  ","*Serene Manor","OP    ","32738 2nd Ave SW","Federal Way","WA","98023","King","32738 2nd Ave SW","Federal Way","WA","98023","(206) 533-4825","","(206) 834-6737","2E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","DESTA, HELEN M.","6","","","","508776","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754492","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754492",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","756557","40012730","48772","AF  ","*Serene Manor AFH LLC","OP    ","30816 3rd Pl S","Federal Way","WA","98003","King","32738 2nd Ave SW","Federal Way","WA","98023","(206) 218-4699","","(206) 834-6737","2G","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Asfaw, Million","6","","","","1019150","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756557","No"," ",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","754476","40011137","46078","AF  ","*The Golden Age Retirement Home LLC","OP    ","12971 SE 23rd St","Bellevue","WA","98005","King","12971 SE 23rd St","Bellevue","WA","98005","(206) 859-7048","(206) 222-9445","","2G","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","FER, ALINA","6","","","","442175","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754476","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754476",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","756214","40010930","48429","AF  ","*The Golden Age Retirement Home LLC","OP    ","14629 NE 166th St","Woodinville","WA","98072","King","12971 SE 23rd St","Bellevue","WA","98005","(425) 286-6353","","(206) 222-9445","2I","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","FER, ALINA","6","","","","442175","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756214","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756214",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755241","40011686","46998","AF  ","*Uzima Adult Family Home LLC","OP    ","29630 40th Pl S","Auburn","WA","98001","King","29630 40th Pl S","Auburn","WA","98001","(206) 429-3363","","(206) 429-3363","2G","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Kibue, Nduta N.","6","","","","580241","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755241","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755241",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","757099","40013251","49560","AF  ","@ DASH POINT CARE AFH, LLC","OP    ","31408 28TH PL SW","Federal Way","WA","98023","King","31408 28TH PL SW","Federal Way","WA","98023","(206) 335-7736","","","2E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Adugna, Tsegereda Adugn K.","6","","","","627324","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757099","No"," ",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","756650","40011270","49192","AF  ","12th Senior Home Care","OP    ","2439 S 226th St","Des Moines","WA","98198","King","2439 S 226th St","Des Moines","WA","98198","(206) 429-2925","","(206) 429-2944","2G","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","WAMALWA, ELIZABETH W.","6","","","","867845","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756650","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756650",
