"Speciality","contract","LicenseNumber","LocationNumber","FacInstanceId","FacilityType","FacilityName","FacilityStatus","LocationAddress","LocationCity","LocationState","LocationZipCode","LocationCounty","MailAddress","MailCity","MailState","MailZipCode","TelephoneNmbr","FaxNmbr","ConfidentialFaxNmbr","RCSRegionUnit","SpecialityCode","ContractCode","FacilityPOC","LicensedBedCount","LicenseExpirationDate","CheckCompleteDate","CheckType","POCId","MemoryCertFlag","Disclosure of Services","Has Reports?","Reports Location",
"Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","754973","40004099","46715","AF  ","Tender Care AFH LLC","OP    ","1297 LIBBY ST","CLARKSTON","WA","99403","Asotin","1297 Libby St","Clarkston","WA","99403","(509) 758-2119","","(509) 295-6008","1E","SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Parson, Matthew E.","6","","","","567334","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754973","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754973",
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home","752273","40009699","41713","AF  ","ARGONNE ADULT FAMILY HOME","OP    ","1572 GRANT ROAD","EAST WENATCHEE","WA","98802","Douglas","1572 GRANT ROAD","EAST WENATCHEE","WA","98802","(509) 888-4814","","(509) 888-3456","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Arceo, Claudia M.","6","","","","476389","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752273","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752273",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","519000","40005190","36849","AF  ","DORE HAVEN","OP    ","1310 2nd St SE","East Wenatchee","WA","98802","Douglas","1310 2nd St SE","East Wenatchee","WA","98802","(509) 884-3020","(509) 884-3020","","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Hills, Jayson D.","6","","","","517359","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=519000","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=519000",
"Mental Health, Dementia","No Contract","758331","40014362","51149","AF  ","MARYHILL COTTAGE AFH","OP    ","2273 S Mystical Looop","East Wenatchee","WA","98802","Douglas","2273 S Mystical Looop","East Wenatchee","WA","98802","(509) 888-1946","","","1C","SPMI, SPDE","","POWELL, TASHNA S.","5","","","","619720","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758331","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754995","40009525","46717","AF  ","Seniors Delight AFH Oasis LLC","OP    ","2125 8TH ST NE","EAST WENATCHEE","WA","98802","Douglas","2125 8TH ST NE","EAST WENATCHEE","WA","98802","(509) 886-4227","","(509) 886-0698","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Conner, Tammy","6","","","","1016673","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754995","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754995",
"Developmental Disabilities","HCS Meaningful Day, DDA Specialty AFH Pilot, DDA Meaningful Day, Adult Family Home","753600","40010486","44604","AF  ","Olympic Neighbors","OP    ","2680 Highland Loop Dr","Port Townsend","WA","98368","Jefferson","2680 Highland Loop Dr","Port Townsend","WA","98368","(360) 344-2190","","","3F","SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Bell, Traci A.","6","","","","891260","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753600","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753600",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","753487","40010430","44438","AF  ","Sunrise Adult Family Home","OP    ","323 Talons Roost Rd","Brinnon","WA","98320","Jefferson","323 Talons Roost Rd # 432","Brinnon","WA","98320","(360) 993-2610","(360) 850-1914","","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Maxaner, Madonna R.","6","","","","781991","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753487","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753487",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758941","40014997","52076","AF  ","1ST CONNECTION AFH LLC","OP    ","1043 Connection St","Shelton","WA","98584","Mason","1043 Connection St","Shelton","WA","98584","(360) 868-2096","","","3F","SPMI, SPDE, SPDD","1080XS-12 ","KINYANJUI, ANTHONY W.","6","","","","987262","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758941","No"," ",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","751117","40008744","39948","AF  ","Carlstrom Comfort Living LLC Adult Family Home","OP    ","5012 E Brockdale Rd","Shelton","WA","98584","Mason","5012 E Brockdale Rd","Shelton","WA","98584","(360) 432-2199","","(360) 868-4716","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Carlstrom, Tera L.","6","","","","1022853","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751117","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751117",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758869","40000142","52342","AF  ","Claret AFH III","OP    ","1109 NORTHCLIFF RD","SHELTON","WA","98584","Mason","1315 E Hope St","Bremerton","WA","98310","(253) 363-3551","","","3F","SPMI, SPDE, SPDD","1080XS-12 ","Leshinka, Claret M.","6","","","","864804","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758869","No"," ",
"Mental Health, Dementia","Expanded Community Services, Adult Family Home","566300","40005663","37214","AF  ","FOUR SEASONS AFH","OP    ","1420 SE COLE RD","SHELTON","WA","98584","Mason","1420 SE COLE RD","SHELTON","WA","98584","(360) 427-4003","","(360) 868-2475","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 ","Kaufman, Teresa S.","6","","","","234272","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=566300","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=566300",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","699400","40006994","38301","AF  ","FRANK & MARIAS PLACE ADULT FAMILY HOME","OP    ","726 DAWN AVE","SHELTON","WA","98584","Mason","726 DAWN AVE","SHELTON","WA","98584","(360) 868-2030","","(360) 868-2030","3F","SPMI, SPDE, SPDD","1080XS-12 ","Areopagita, Francisco","2","","","","188297","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=699400","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=699400",
"Mental Health, Dementia","Expanded Community Services, Adult Family Home","752007","40009407","41075","AF  ","Grandma's Garden Adult Family Home LLC","OP    ","21 E Wildlife Way","Belfair","WA","98528","Mason","21 E Wildlife Way","Belfair","WA","98528","(360) 275-6640","","(360) 275-6640","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 ","Gunter, Donald C.","2","","","","1017353","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752007","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752007",
"Mental Health, Dementia","Adult Family Home","757753","40013981","50631","AF  ","The Giving Homes LLC","OP    ","409 Columbia St","North Bonneville","WA","98639","Skamania","PO Box 39","North Bonneville","WA","98639","(509) 906-4890","","","3F","SPMI, SPDE","1080XS-12 ","Drynan, Kimberly","6","","","","1103156","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757753","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757753",
"Mental Health, Dementia","Expanded Community Services, Adult Family Home","694000","40006940","38253","AF  ","ARCADIA ADULT FAMILY HOME LLC","OP    ","910 38TH ST","BELLINGHAM","WA","98229","Whatcom","910 38TH ST","BELLINGHAM","WA","98229","(360) 739-8859","","(360) 756-0840","2B","SPMI, SPDE","1080XS-12 , 1080XS-12 ","North, Olga M.","2","","","","1025260","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=694000","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=694000",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","754749","40011334","46405","AF  ","Bellingham Adult Family Homes","OP    ","3614 Alabama St","Bellingham","WA","98229","Whatcom","3614 Alabama St","Bellingham","WA","98229","(360) 656-6997","","(360) 922-0012","2B","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","ANTON, CONSTANTIN","6","","","","1015178","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754749","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","757617","40013815","50394","AF  ","Beyond Sight AFH LLC","OP    ","1090 Victoria St","Sumas","WA","98295","Whatcom","1090 VICTORIA STREET","Sumas","WA","98295","(360) 933-1848","","","2B","SPMI, SPDE, SPDD","1080XS-12 ","Githiri, Nancy H.","5","","","","578430","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757617","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758409","40014608","51531","AF  ","Caring and Comfort Adult Family Home","OP    ","2123 Lagerwey Cir","Lynden","WA","98264","Whatcom","2123 Lagerwey Cir","Lynden","WA","98264","(360) 441-1358","","","2B","SPMI, SPDE, SPDD","1080XS-12 ","Brar, Simran","6","","","","963954","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758409","No"," ",
"Mental Health, Dementia","Expanded Community Services, Adult Family Home","758304","40014518","51398","AF  ","DELIGHT CARE AFH LLC","OP    ","1048 Ridgeway Dr","Lynden","WA","98264","Whatcom","1048 Ridgeway Dr","Lynden","WA","98264","(206) 327-4153","","","2B","SPMI, SPDE","1080XS-12 , 1080XS-12 ","Habtemaryam, Selas D.","6","","","","842406","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758304","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758304",
"Mental Health, Dementia","Adult Family Home","756830","40012964","49135","AF  ","Emmanuel Charity AFH Inc","OP    ","3446 Cottonwood Ave","Bellingham","WA","98225","Whatcom","3446 Cottonwood Ave","Bellingham","WA","98225","","","","2B","SPMI, SPDE","1080XS-12 ","Muigai, Karen","6","","","","1025745","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756830","No"," ",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","753663","40006402","44882","AF  ","Glorious Family Home Care Inc","OP    ","201 S GARDEN DR","LYNDEN","WA","98264","Whatcom","201 S GARDEN DR","LYNDEN","WA","98264","(360) 656-6890","","(360) 656-6891","2B","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Shinohara, Ryo","6","","","","779285","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753663","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753663",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758667","40001886","52010","AF  ","Gods Immense Home","OP    ","4917 HENLEY ST","BLAINE","WA","98230","Whatcom","2734 Oleander Loop 102","BLAINE","WA","98230","(346) 754-0595","","","2B","SPMI, SPDE, SPDD","1080XS-12 ","Applewhite, Famous","6","","","","1156696","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758667","No"," ",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","750378","40008142","38920","AF  ","GRACE ADULT FAMILY HOME LLC","OP    ","6826 DAFFODIL TERRACE","FERNDALE","WA","98248","Whatcom","PO BOX 1590","FERNDALE","WA","98248","(360) 366-9999","","(360) 366-9998","2B","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Mekonnen, Tsegaye A.","8","","","","627314","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750378","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750378",
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home","758943","40015065","52178","AF  ","Grace Wood Creek LLC","OP    ","503 Wood Creek Dr","Lynden","WA","98264","Whatcom","503 Wood Creek Dr","Lynden","WA","98264","(206) 779-2578","","","2B","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Shiferaw, Meron S.","6","","","","571465","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758943","No"," ",
"Mental Health, Dementia","Adult Family Home","758123","40014293","51052","AF  ","Happy Quest Adult Family LLC","OP    ","2835 Haxton Way","Bellingham","WA","98226","Whatcom","2835 Haxton Way","Bellingham","WA","98226","(360) 223-7661","","","2B","SPMI, SPDE","1080XS-12 ","Mbaya, Sammy","5","","","","1152655","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758123","No"," ",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754381","40004529","45640","AF  ","Julie's Bayview Inc","OP    ","8261 HARBORVIEW RD","BLAINE","WA","98230","Whatcom","3344 Aldergrove Rd","Ferndale","WA","98248","(360) 922-0708","","(360) 312-1074","2B","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Hill, Johanna","6","","","","849629","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754381","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754381",
"Developmental Disabilities","Adult Family Home","757146","40000740","49948","AF  ","La Casa De Esperanza","OP    ","1637 GRANDVIEW PL","FERNDALE","WA","98248","Whatcom","1637 GRANDVIEW PL","FERNDALE","WA","98248","(360) 384-1774","","(360) 384-1774","2B","SPDD","1080XS-12 ","Utecht, Brittiny","3","","","","943787","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757146","No"," ",
"Mental Health, Dementia, Developmental Disabilities","No Contract","419600","40004196","35934","AF  ","LAKESIDE GARDENS ON WISER LAKE","OP    ","130 Misty Waters Ln","LYNDEN","WA","98264","Whatcom","130 Misty Waters Ln","LYNDEN","WA","98264","(360) 398-2137","","(360) 398-8023","2B","SPMI, SPDE, SPDD","","Laughlin, Darla R.","6","","","","762572","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=419600","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=419600",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","751518","40009151","40607","AF  ","LEE MANOR","OP    ","2233 MAIN ST","FERNDALE","WA","98248","Whatcom","2233 MAIN ST","FERNDALE","WA","98248","(360) 312-8649","(360) 933-1813","","2B","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","LEE, ANNETTA","2","","","","1024702","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751518","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751518",
"Mental Health, Dementia","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755708","40010104","47566","AF  ","M & S Grace Manor Adult Family Home LLC","OP    ","3786 Britton Rd","Bellingham","WA","98226","Whatcom","3786 Britton Rd","Bellingham","WA","98226","(360) 305-5779","","(360) 361-6117","2B","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Shiferaw, Eyoel S.","5","","","","1199929","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755708","No"," ",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755774","40001500","48173","AF  ","Maple Park Adult Family Home LLC","OP    ","319 S PARK ST","LYNDEN","WA","98264","Whatcom","2545 Mountain View Rd","Ferndale","WA","98248","(360) 922-0689","","(360) 922-0689","2B","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Hartl-OLeary, Joana","6","","","","234908","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755774","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755774",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754721","40011182","46158","AF  ","Mountain View AFH LLC","OP    ","2545 Mountain View Road","Ferndale","WA","98248","Whatcom","2545 Mountain View Road","Ferndale","WA","98248","(360) 393-3056","","","2B","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Hartl-OLeary, Joana","6","","","","234908","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754721","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754721",
"Mental Health, Dementia","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755579","40009402","47905","AF  ","P&M Among Friends LLC","OP    ","612 DAHLIA STREET","LYNDEN","WA","98264","Whatcom","612 DAHLIA STREET","LYNDEN","WA","98264","(360) 393-4661","","(888) 777-8012","2B","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Tsige, Aemere","6","","","","1139080","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755579","No"," ",
"Mental Health","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","303200","40003032","34740","AF  ","SEAN HUMPHREY HOUSE","OP    ","1630 H Street","Bellingham","WA","98225","Whatcom","1630 H Street","Bellingham","WA","98225","(360) 733-0176","","(360) 738-8808","2B","SPMI","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Kindy, Patrick I.","6","","","","182243","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=303200","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=303200",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","751011","40008522","39891","AF  ","SWEET GOLDEN YEARS INCORPORATED","OP    ","4952 HANNEGAN RD","BELLINGHAM","WA","98226     ","Whatcom","4952 HANNEGAN RD","BELLINGHAM","WA","98226     ","(360) 933-4728","(360) 922-0398","","2B","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","TUREK, MICHELLE L.","6","","","","1024736","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751011","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751011",
