"Speciality","contract","LicenseNumber","LocationNumber","FacInstanceId","FacilityType","FacilityName","FacilityStatus","LocationAddress","LocationCity","LocationState","LocationZipCode","LocationCounty","MailAddress","MailCity","MailState","MailZipCode","TelephoneNmbr","FaxNmbr","ConfidentialFaxNmbr","RCSRegionUnit","SpecialityCode","ContractCode","FacilityPOC","LicensedBedCount","LicenseExpirationDate","CheckCompleteDate","CheckType","POCId","MemoryCertFlag","Disclosure of Services","Has Reports?","Reports Location",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755887","40012208","47895","AF  ","Albion AFH LLC","OP    ","316 N D Street","Albion","WA","99102","Whitman","705 NW Palouse View Ct","Pullman","WA","99163","(509) 330-6315","","(509) 292-3028","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","MUCHIRI, FELICINA","6","","","","499963","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755887","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755887",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","752018","40008823","41250","AF  ","ARCADIA DR ADULT FAMILY HOME LLC","OP    ","1500 NW ARCADIA DR","PULLMAN","WA","99163     ","Whitman","1500 NW ARCADIA DR","PULLMAN","WA","99163     ","(509) 332-1230","","(509) 332-1230","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Kipelian, David","6","","","","692687","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752018","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752018",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, DDA Meaningful Day, Adult Family Home","753293","40009524","44381","AF  ","Bella Vista Adult Family Home","OP    ","1540 NW Bella Vista Dr","Pullman","WA","99163","Whitman","705 NW Palouse View CT","Pullman","WA","99163","(509) 339-6987","","(509) 292-3028","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","MUCHIRI, MARGARET G.","6","","","","560076","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753293","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753293",
"Mental Health, Dementia","Adult Family Home","758899","40014611","51534","AF  ","Canyon View AFH 2 LLC","OP    ","810 SW Iyla Ct","Pullman","WA","99163","Whitman","810 SW Iyla Ct","Pullman","WA","99163","(509) 339-6002","","","1E","SPMI, SPDE","1080XS-12 ","KINA, SOLOMON M.","6","","","","905751","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758899","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755458","40011791","47191","AF  ","Canyon View AFH LLC","OP    ","1825 NW Canyon View Dr","Pullman","WA","99163","Whitman","1825 NW Canyon View Dr","Pullman","WA","99163","(509) 339-6516","","(509) 336-5692","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Kereiyian, Nelly K.","6","","","","1014172","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755458","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755458",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757851","40014024","50693","AF  ","CARE TRIBE AFH LLC","OP    ","2225 NW Robert St","Pullman","WA","99163","Whitman","2225 NW Robert St","Pullman","WA","99163","(509) 339-6148","","","1E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Nyamai, Paul","6","","","","784746","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757851","No"," ",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","756227","40012412","48253","AF  ","CAROLSTAR ADULT FAMILY HOME LLC","OP    ","770 SE Carolstar Dr","Pullman","WA","99163","Whitman","770 SE Carolstar Dr","Pullman","WA","99163","(509) 339-6181","","(509) 461-3275","1E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","KIMANI, NANCY M.","6","","","","578531","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756227","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756227",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","750767","40008430","39440","AF  ","CITY VIEW ADULT FAMILY HOME","OP    ","535 SW City View St","Pullman","WA","99163","Whitman","535 SW City View St","Pullman","WA","99163","(509) 334-5786","","(509) 334-5786","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Kapeen, Leah N.","8","","","","548911","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750767","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750767",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","752952","40009013","43880","AF  ","Cityview Adult Family Home","OP    ","623 E Valleyview Ave","Colfax","WA","99111","Whitman","623 E Valleyview Ave","Colfax","WA","99111","(509) 397-9009","(509) 397-3482","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Kapeen, Leah N.","6","","","","548911","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752952","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752952",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","756332","40012420","48265","AF  ","Cityview AFH 3","OP    ","1370 SW Panorama Dr","Pullman","WA","99163","Whitman","1370 SW Panorama Dr","Pullman","WA","99163","(509) 339-6814","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Kapeen, Leah N.","6","","","","548911","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756332","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756332",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754924","40011430","46555","AF  ","Community Pride AFH LLC","OP    ","402 Marjorie Ct","Saint John","WA","99171","Whitman","PO Box 59","Saint John","WA","99171","(509) 505-5702","","(509) 648-3775","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Sadera (Kibua), Dinah N.","6","","","","867073","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754924","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754924",
"Mental Health, Dementia","No Contract","752190","40009607","41399","AF  ","CONSIDERATE CARE AFH B","OP    ","730 SE CAROLSTAR DR","PULLMAN","WA","99163","Whitman","730 SE CAROLSTAR DR","PULLMAN","WA","99163","(509) 339-6146","","(509) 339-6146","1E","SPMI, SPDE","","NDAMBUKI, MERCY","3","","","","571286","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752190","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752190",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758154","40014251","50991","AF  ","Dilke Street Adult Family Home","OP    ","410 SE Dilke St","Pullman","WA","99163","Whitman","410 SE Dilke St","Pullman","WA","99163","(509) 339-6119","","(509) 800-2204","1E","SPMI, SPDE, SPDD","1080XS-12 ","NAIJI, DICKSON S.","5","","","","1146487","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758154","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757852","40014022","50691","AF  ","EMAYIAN ADULT FAMILY HOME LLC","OP    ","1190 NW Overlook Dr","Pullman","WA","99163","Whitman","1190 NW Overlook Dr","Pullman","WA","99163","(509) 339-6015","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Lodi, Brian L.","6","","","","1016891","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757852","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","758327","40014544","51432","AF  ","FAHARI 3 ADULT FAMILY HOME LLC","OP    ","935 SE Kamiaken St","Pullman","WA","99163","Whitman","935 SE Kamiaken St","Pullman","WA","99163","(509) 338-3006","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Kamoye, Irene","6","","","","684502","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758327","No"," ",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755408","40011813","47224","AF  ","Fahari Adult Family Home LLC","OP    ","403 N Hauser Ave","Colfax","WA","99111","Whitman","403 N Hauser Ave","Colfax","WA","99111","(509) 339-9070","","(509) 288-4932","1E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Kamoye, Irene","6","","","","684502","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755408","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755408",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758704","40014927","51979","AF  ","Givinglove Adult Family Home LLC","OP    ","2340 NW Prairie View Dr","Pullman","WA","99163","Whitman","2340 NW Prairie View Dr","Pullman","WA","99163","(509) 339-6242","","","1E","SPMI, SPDE, SPDD","1080XS-12 ","BABU, FRANCIS W.","6","","","","1241116","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758704","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","704000","40007040","38345","AF  ","GLENHAVEN ADULT FAMILY HOME","OP    ","1990 SE JOHNSON Ave","PULLMAN","WA","99163","Whitman","PO BOX 1167","PULLMAN","WA","99163","(509) 332-7472","","(509) 338-0595","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Shompole, Lorna M.","6","","","","555385","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=704000","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=704000",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","751432","40009099","40523","AF  ","GLENHAVEN ADULT FAMILY HOME LLC","OP    ","2510 NW PARR DR","PULLMAN","WA","99163     ","Whitman","PO BOX 1167","PULLMAN","WA","99163","(509) 332-0595","","(509) 332-0595","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Shompole, Lorna M.","6","","","","555385","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751432","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751432",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, DDA Meaningful Day, Adult Family Home","752982","40009558","43882","AF  ","Glenhaven Adult Family Home LLC","OP    ","1511 N Cedar St","Colfax","WA","99111","Whitman","1511 N Cedar St","Colfax","WA","99111","(509) 397-1114","","(509) 338-0595","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Shompole, Lorna M.","6","","","","555385","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752982","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752982",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754871","40011268","46301","AF  ","Glenhaven Adult Family Home Marcia LLC","OP    ","1026 SW Marcia Dr","Pullman","WA","99163","Whitman","PO Box 1167","Pullman","WA","99163","(509) 338-6955","","(509) 332-0595","1E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Shompole, Patrick","5","","","","1021079","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754871","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754871",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","754963","40011372","46457","AF  ","Golden Rule Adult Family Home LLC","OP    ","1145 NW Clifford St","Pullman","WA","99163","Whitman","1145 NW Clifford St","Pullman","WA","99163","(509) 715-1176","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","ADARAMOLA, RUTH K.","3","","","","598995","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754963","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754963",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757287","40013484","49872","AF  ","Good  Hope Home Care AFH","OP    ","1250 NW Ritchie St","Pullman","WA","99163","Whitman","1250 NW Ritchie St","Pullman","WA","99163","(509) 332-7057","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","KAMITHI, BILHA W.","8","","","","460178","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757287","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757287",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754764","40011337","46408","AF  ","Graceland AFH LLC","OP    ","405 W Main St","Pullman","WA","99163","Whitman","405 W Main St","Pullman","WA","99163","(509) 339-6778","","(509) 339-6778","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Moses, Kelvin","6","","","","1026254","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754764","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754764",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","752796","40010017","42449","AF  ","Graceland AFH LLC","OP    ","505 NW Darrow St","Pullman","WA","99163","Whitman","505 NW Darrow St","Pullman","WA","99163","(509) 339-6031","","(509) 339-6031","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Nderitu, Benson G.","5","","","","1014988","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752796","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752796",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757899","40013695","50195","AF  ","GUARDIANS OF THE PALOUSE","OP    ","485 NW Larry St","Pullman","WA","99163","Whitman","485 NW Larry St","Pullman","WA","99163","(509) 339-6308","(509) 339-6406","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","DAIDO, DIANA N.","6","","","","1085621","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757899","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757899",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","754910","40011443","46582","AF  ","Icon AFH LLC","OP    ","615 S I Street","Colfax","WA","99111","Whitman","615 S I Street","Colfax","WA","99111","(509) 397-3707","","(207) 810-5649","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Machichim, Nixon","6","","","","1109076","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754910","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754910",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","756810","40012855","48961","AF  ","Jewel Adult Family Home LLC","OP    ","300 NW True St","Pullman","WA","99163","Whitman","300 NW True St","Pullman","WA","99163","(509) 715-8326","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","KIVUVA, JOHN M.","5","","","","526304","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756810","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756810",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","753605","40010536","44734","AF  ","Kimani's Adult Family Home LLC","OP    ","330 NW Terre View Dr","Pullman","WA","99163","Whitman","330 NW Terre View Dr","Pullman","WA","99163","(509) 339-6979","","(509) 461-3275","1E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","KIMANI, NANCY M.","4","","","","578531","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753605","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753605",
"Mental Health, Dementia","Adult Family Home","753642","40010525","44715","AF  ","Miss Dorothy AFH LLC","OP    ","1785 SW Panorama Dr","Pullman","WA","99163","Whitman","1785 SW Panorama Dr","Pullman","WA","99163","(509) 338-5217","","(509) 715-1398","1E","SPMI, SPDE","1080XS-12 ","ANKRAH, SHERRY B.","5","","","","609803","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753642","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753642",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757226","40013370","49719","AF  ","OPENWINGS ADULT FAMILY HOME LLC","OP    ","1365 SE HARVEST DR","Pullman","WA","99163","Whitman","1365 SE HARVEST DR","Pullman","WA","99163","(509) 338-4555","","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Kamoye, Harun","6","","","","848618","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757226","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757226",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757403","40013498","49893","AF  ","PEAK ADULT FAMILY HOME LLC","OP    ","1090 SW Latour Peak St","Pullman","WA","99163","Whitman","1090 SW Latour Peak St","Pullman","WA","99163","(509) 339-6103","","","1E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","SHOMPOLE, LUCILLE N.","6","","","","556035","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757403","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757403",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","754344","40009611","45819","AF  ","Precious Elders AFH LLC","OP    ","320 NW Terre View Dr","Pullman","WA","99163","Whitman","320 NW Terre View Dr","Pullman","WA","99163","(509) 432-6479","","(509) 339-6200","1E","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Kayioni, Erick S.","6","","","","496618","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754344","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754344",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","754463","40011080","45940","AF  ","Precious Elders AFH LLC @ Viento Dr","OP    ","1010 SW Viento Dr","Pullman","WA","99163","Whitman","1010 SW Viento Dr","Pullman","WA","99163","(509) 432-6479","","(509) 339-6200","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Kayioni, Erick S.","8","","","","496618","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754463","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754463",
