"Speciality","contract","LicenseNumber","LocationNumber","FacInstanceId","FacilityType","FacilityName","FacilityStatus","LocationAddress","LocationCity","LocationState","LocationZipCode","LocationCounty","MailAddress","MailCity","MailState","MailZipCode","TelephoneNmbr","FaxNmbr","ConfidentialFaxNmbr","RCSRegionUnit","SpecialityCode","ContractCode","FacilityPOC","LicensedBedCount","LicenseExpirationDate","CheckCompleteDate","CheckType","POCId","MemoryCertFlag","Disclosure of Services","Has Reports?","Reports Location",
"Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754456","40011178","46151","AF  ","Gracious Hearts Adult Family Home LLC","OP    ","33 Furney St","Wenatchee","WA","98801","Chelan","33 Furney St","Wenatchee","WA","98801","(509) 470-6683","","(509) 470-8200","1C","SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Huereca, Alicia S.","6","","","","441913","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754456","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754456",
"Mental Health, Dementia, Developmental Disabilities","DDA Meaningful Day, Adult Family Home","457200","40004572","36308","AF  ","HOME SWEET HOME","OP    ","1127 MONROE","WENATCHEE","WA","98801","Chelan","1127 MONROE","WENATCHEE","WA","98801","(509) 663-6901","","","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Clark, Brandy M.","2","","","","1019869","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=457200","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=457200",
"Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","754907","40005364","46679","AF  ","Seniors Serenity Adult Family Home","OP    ","2519 Cordell St","Wenatchee","WA","98801","Chelan","2519 Cordell St","Wenatchee","WA","98801","(509) 662-5300","","(509) 662-5311","1C","SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Velazco, Miriam","6","","","","1026113","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754907","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754907",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","752431","40007313","42022","AF  ","Sunnyslope Adult Family Home","OP    ","828 Beacon Rd","Wenatchee","WA","98801","Chelan","828 Beacon Rd","Wenatchee","WA","98801","(509) 470-8711","(509) 470-8712","","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Larsen, Shauna A.","6","","","","155640","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752431","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752431",
"Developmental Disabilities","DDA Meaningful Day, Adult Family Home","750698","40006391","39490","AF  ","THE BANGSUND DWELLING PLACE NFP","OP    ","12686 SHORE STREET","LEAVENWORTH","WA","98826","Chelan","12686 SHORE STREET","LEAVENWORTH","WA","98826","(509) 548-7108","","","1C","SPDD","1080XS-12 , 1080XS-12 ","Smith, Amy","5","","","","1024420","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750698","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750698",
"Mental Health, Dementia","No Contract","756960","40009691","49391","AF  ","The Maple Lodge LLC","OP    ","1738 Maple St","Wenatchee","WA","98801","Chelan","1738 Maple St","Wenatchee","WA","98801","(509) 665-9494","","(509) 888-3444","1C","SPMI, SPDE","","Cook, Kellie A.","6","","","","783573","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756960","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756960",
"Mental Health, Dementia","No Contract","752349","40009736","41795","AF  ","TUSCANY COTTAGE","OP    ","2490 GOLF COURSE RD","MALAGA","WA","98828","Chelan","2490 GOLF COURSE RD","MALAGA","WA","98828","(509) 888-2736","","(509) 888-4863","1C","SPMI, SPDE","","Bigbull, Misty","6","","","","575779","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752349","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752349",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758543","40014676","51622","AF  ","Badger Mountain Fairview AFH","OP    ","2211 Road 80","Pasco","WA","99301","Franklin","2211 Road 80","Pasco","WA","99301","(509) 572-0535","","","1C","SPMI, SPDE, SPDD","1080XS-12 ","Leyva, Erika","6","","","","1021089","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758543","No"," ",
"Mental Health, Dementia","Adult Family Home","758508","40014593","51506","AF  ","Bluesage Adult Family Home, LLC","OP    ","5006 Blue Sage Dr","Pasco","WA","99301","Franklin","5006 Blue Sage Dr","Pasco","WA","99301","(509) 380-0242","","","1C","SPMI, SPDE","1080XS-12 ","Yeboah, Adwoa","4","","","","439245","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758508","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758364","40014538","51425","AF  ","CCH, Victory Lane AFH","OP    ","4404 Artesia Dr","Pasco","WA","99301","Franklin","4404 Artesia Dr","Pasco","WA","99301","(509) 781-3230","","","1C","SPMI, SPDE, SPDD","1080XS-12 ","Daniels, Beatrice O.","6","","","","1184550","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758364","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","754961","40011376","46466","AF  ","Coralitos AFH","OP    ","3605 Morehouse Pl","Pasco","WA","99301","Franklin","3605 Morehouse Pl","Pasco","WA","99301","(509) 412-1746","","(509) 412-1746","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Hernandez Guzman, Coral A.","6","","","","1019075","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754961","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754961",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","752356","40007159","41834","AF  ","Cultural Adult Family Home Inc","OP    ","4408 Artesia Dr","Pasco","WA","99301","Franklin","4408 Artesia Dr","Pasco","WA","99301","(509) 542-1733","","(509) 545-5117","1C","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Mallonee, Tara","7","","","","1022246","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752356","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752356",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","752089","40009556","41330","AF  ","ELISAS GARDEN","OP    ","3613 W Octave St","Pasco","WA","99301","Franklin","2839 W KENNEWICK AVE #312","KENNEWICK","WA","99336","(509) 380-5854","","(509) 380-5875","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Hollenback, Luzvilla B.","6","","","","749689","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752089","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752089",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755911","40012181","47846","AF  ","Eternal Life Adult Family Home","OP    ","3713 W Sylvester St","Pasco","WA","99301","Franklin","3713 W Sylvester St","Pasco","WA","99301","(509) 412-1082","","(509) 412-1082","1C","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Martinez-Ocampo, Yuliana","4","","","","634614","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755911","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755911",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","752703","40006912","42154","AF  ","From The Heart AFH Inc","OP    ","4411 Segovia Dr","Pasco","WA","99301","Franklin","4408 Artesia Dr","Pasco","WA","99301","(509) 543-9440","","(509) 545-5117","1C","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Usher (Masterson), Jena","7","","","","1023294","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752703","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752703",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","752695","40006913","42155","AF  ","From The Heart AFH Inc","OP    ","4407 Segovia Dr","Pasco","WA","99301","Franklin","4408 Artesia Dr","Pasco","WA","99301","(509) 543-7040","","(509) 545-5117","1C","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Usher (Masterson), Jena","7","","","","1023294","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752695","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752695",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","752493","40007160","42119","AF  ","From The Heart AFH Inc","OP    ","4412 Artesia Dr","Pasco","WA","99301","Franklin","4408 Artesia Dr","Pasco","WA","99301","(509) 547-4423","(509) 547-4423","(509) 545-5117","1C","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Usher (Masterson), Jena","7","","","","1023294","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752493","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752493",
"Mental Health, Dementia","Expanded Community Services, Adult Family Home","754325","40010989","45758","AF  ","Graceful Serenity Adult Family Home","OP    ","309 N 22nd Ave","Pasco","WA","99301","Franklin","309 N 22nd Ave","Pasco","WA","99301","(509) 873-6930","","(509) 984-3737","1C","SPMI, SPDE","1080XS-12 , 1080XS-12 ","Garcia, Isabel","5","","","","919687","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754325","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754325",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","753677","40010556","44790","AF  ","Joyful Life Adult Family Home","OP    ","1205 N Road 37","Pasco","WA","99301","Franklin","2839 W Kennewick Ave # 312","Kennewick","WA","99336","(509) 380-5166","","(509) 783-9235","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Hollenback, Luzvilla B.","6","","","","749689","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753677","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753677",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","755698","40012053","47638","AF  ","Joylance AFH, LLC","OP    ","3907 W Henry St","Pasco","WA","99301","Franklin","3907 W Henry St","Pasco","WA","99301","(509) 380-0501","","(509) 380-0501","1C","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Olande, Charles O.","6","","","","673059","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755698","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755698",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","758823","40014971","52045","AF  ","Joylance II AFH","OP    ","1113 Road 40","Pasco","WA","99301","Franklin","1113 Road 40","Pasco","WA","99301","(509) 380-0420","","","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Olande, Charles O.","6","","","","673059","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758823","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","752990","40004082","43898","AF  ","Kellys Agape Family Care LLC","OP    ","4806 KALAHARI DR","PASCO","WA","99301","Franklin","4806 KALAHARI DR","PASCO","WA","99301","(509) 546-9779","(509) 546-9779","","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Kelly, Ashana T.","6","","","","454330","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752990","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752990",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758208","40014487","51346","AF  ","KINDRED HAVEN AFH LLC","OP    ","6109 Dorchester Ct","Pasco","WA","99301","Franklin","6109 Dorchester Ct","Pasco","WA","99301","(509) 296-9637","","","1C","SPMI, SPDE, SPDD","1080XS-12 ","Lemein, Allan L.","6","","","","1037316","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758208","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758208",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","756897","40013129","49385","AF  ","Masapa Adult Family Home LLC","OP    ","3820 Milagro Dr","Pasco","WA","99301","Franklin","3820 Milagro Dr","Pasco","WA","99301","(509) 380-0533","(509) 380-0580","","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Njambi, Julius N.","6","","","","1026272","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756897","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756897",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","759020","40015241","52435","AF  ","Prideview Haven AFH LLC","OP    ","2621 Ronan Ct","Pasco","WA","99301","Franklin","2621 Ronan Ct","Pasco","WA","99301","(509) 316-4598","","","1C","SPMI, SPDE, SPDD","1080XS-12 ","Ngwaro, Raphael G.","6","","","","1014415","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=759020","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757787","40013543","50725","AF  ","ROYAL AFH 2 LLC","OP    ","3710 Ibis Ln","Pasco","WA","99301","Franklin","3710 Ibis Ln","Pasco","WA","99301","(509) 380-0103","","(509) 380-0318","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","MOORE, KATRINA M.","6","","","","537515","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757787","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757787",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755638","40012021","47591","AF  ","Royal AFH, LLC","OP    ","3915 W Henry St","Pasco","WA","99301","Franklin","3915 W Henry St","Pasco","WA","99301","(509) 380-0335","","(509) 380-0011","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Njoroge, Alex","6","","","","1026116","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755638","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755638",
"Mental Health, Dementia, Developmental Disabilities","WCF AFH SOW, Adult Family Home","758340","40014622","51546","AF  ","Silverbright AFH","OP    ","10513 Silverbright Dr","Pasco","WA","99301","Franklin","10513 Silverbright Dr","Pasco","WA","99301","(206) 617-1820","","","1C","SPMI, SPDE, SPDD","1403XS-12 , 1080XS-12 ","Kuria, Lucy W.","6","","","","1196276","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758340","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758340",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758243","40014523","51403","AF  ","Twin Oaks AFH LLC","OP    ","6122 Dorchester Ct","Pasco","WA","99301","Franklin","6122 Dorchester Ct","Pasco","WA","99301","(443) 762-7314","","","1C","SPMI, SPDE, SPDD","1080XS-12 ","Beth, Alice W.","6","","","","1182091","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758243","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758243",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","755989","40005269","48341","AF  ","A Bright Horizon #2 LLC","OP    ","984 Peru Ave E","Port Orchard","WA","98366","Kitsap","984 Peru Ave E","Port Orchard","WA","98366","(360) 871-9411","","(360) 871-9413","3A","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Nganga, Rosemary W.","6","","","","598150","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755989","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755989",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","753303","40006947","44292","AF  ","All Care Adult Family Home LLC","OP    ","3571 Perry Ave NE","Bremerton","WA","98310","Kitsap","PO Box 2227","Bremerton","WA","98310","(360) 908-1818","","(360) 813-1448","3A","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Herbert, Rosemarie P.","6","","","","598035","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753303","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753303",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","752425","40009781","41899","AF  ","Alpha Care Adult Family Home Care LLC","OP    ","8388 Hickory St NE","Bremerton","WA","98311","Kitsap","8388 Hickory St NE","Bremerton","WA","98311","(360) 286-2229","(360) 328-2251","","3A","SPMI, SPDE, SPDD","1080XS-12 ","Smith, Norma L.","5","","","","583364","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752425","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752425",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","751463","40002782","40453","AF  ","ALPINE ADULT FAMILY HOME INC","OP    ","6272 SE Alpine Rd","Olalla","WA","98359","Kitsap","6272 SE Alpine Rd","Olalla","WA","98359","(253) 514-4034","","(253) 514-4034","3A","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Nouque, Joann","3","","","","149926","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751463","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751463",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","756259","40012527","48450","AF  ","Amana Care Adult Family Home II, LLC","OP    ","245 Poplar St","Port Orchard","WA","98366","Kitsap","245 Poplar Street","Port Orchard","WA","98366","(866) 652-8987","","(877) 440-2503","3A","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Padilla, Jolly Ana L.","4","","","","1014575","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756259","No"," ",
"Mental Health, Dementia","Adult Family Home","758778","40015114","52251","AF  ","Ambrose Adult Family Home","OP    ","4387 Wandering Way","Port Orchard","WA","98367","Kitsap","4387 Wandering Way","Port Orchard","WA","98367","(360) 620-2997","","","3A","SPMI, SPDE","1080XS-12 ","Sawatpetch, Thitichaya","6","","","","622960","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758778","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758910","40015081","52196","AF  ","Ayce's Loving Care AFH","OP    ","2007 E 14th St","Bremerton","WA","98310","Kitsap","2007 E 14th St","Bremerton","WA","98310","(360) 728-2955","","","3A","SPMI, SPDE, SPDD","1080XS-12 ","TORRES HERBERT, MICHELLE","6","","","","1111594","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758910","No"," ",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757041","40013336","49675","AF  ","Bethel Place AFH LLC","OP    ","5465 Kinross Rd SW","Port Orchard","WA","98367","Kitsap","5465 Kinross Rd SW","Port Orchard","WA","98367","(360) 602-0012","","(253) 880-3932","3A","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","MUTHONI, SELINA W.","6","","","","895335","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757041","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757041",
