"Speciality","contract","LicenseNumber","LocationNumber","FacInstanceId","FacilityType","FacilityName","FacilityStatus","LocationAddress","LocationCity","LocationState","LocationZipCode","LocationCounty","MailAddress","MailCity","MailState","MailZipCode","TelephoneNmbr","FaxNmbr","ConfidentialFaxNmbr","RCSRegionUnit","SpecialityCode","ContractCode","FacilityPOC","LicensedBedCount","LicenseExpirationDate","CheckCompleteDate","CheckType","POCId","MemoryCertFlag","Disclosure of Services","Has Reports?","Reports Location",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","755438","40011762","47142","AF  ","*Amani Hill II AFH","OP    ","13612 173rd St E","Puyallup","WA","98374","Pierce","13612 173rd St E","Puyallup","WA","98374","(206) 359-0149","","","3A","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Mutahi, Katherine W.","6","","","","186264","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755438","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755438",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","755404","40011843","47269","AF  ","*Eldearly Place Adult Family Home LLC","OP    ","1652 E 34th St","Tacoma","WA","98404","Pierce","1652 E 34th St","Tacoma","WA","98404","(206) 887-1806","","(253) 301-4595","3A","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Tuason, Creslie","4","","","","1026018","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755404","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755404",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","755790","40012079","47675","AF  ","*Hands of Faith AFH LLC","OP    ","6542 Lakewood Blvd SW","Lakewood","WA","98499","Pierce","6542 Lakewood Blvd SW","Lakewood","WA","98499","(253) 507-8013","","","3A","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Njau, Graham W.","5","","","","504715","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755790","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755790",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755657","40011957","47464","AF  ","*Joy Bringers AFH LLC","OP    ","2901 Dale Ln E","Fife","WA","98424","Pierce","2901 Dale Ln E","Fife","WA","98424","(253) 353-9244","","(253) 235-5204","3A","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Muiruri, Joyce","6","","","","898557","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755657","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755657",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758417","40014543","51431","AF  ","1 GIHON SPRINGS AFH LLC","OP    ","1105 130th St S","Tacoma","WA","98444","Pierce","1105 130th St S","Tacoma","WA","98444","(253) 212-0384","","","3A","SPMI, SPDE, SPDD","1080XS-12 ","Regeru, Margaret W.","6","","","","560153","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758417","No"," ",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","756275","40011682","48543","AF  ","1 Joed Comfort Care LLC","OP    ","12401 Vine Maple Dr SW","Lakewood","WA","98499","Pierce","12401 Vine Maple Dr SW","Lakewood","WA","98499","(253) 582-2063","","(253) 352-2745","3A","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Wahwai, Josephine","5","","","","1016875","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756275","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756275",
"Mental Health, Dementia","No Contract","758915","40015046","52153","AF  ","1 Little Angels AFH II","OP    ","4301 33rd St NE","Tacoma","WA","98422","Pierce","4301 33rd St NE","Tacoma","WA","98422","(206) 905-7739","","","3A","SPMI, SPDE","","Mwaura, Tabitha M.","6","","","","197090","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758915","No"," ",
"Mental Health, Dementia","Adult Family Home","757094","40009626","49709","AF  ","1 Warner Home AFH, LLC","OP    ","5241 S Warner St","Tacoma","WA","98409","Pierce","5241 S Warner St","Tacoma","WA","98409","(253) 475-0249","","(253) 645-9012","3A","SPMI, SPDE","1080XS-12 ","KAUR, PAMALDEEP","6","","","","584882","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757094","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757094",
"Mental Health, Dementia","No Contract","758126","40014258","50998","AF  ","1213 Care Direct Homecare LLC","OP    ","1213 136th St E","Tacoma","WA","98445","Pierce","1213 136th St E","Tacoma","WA","98445","(253) 410-9775","","","3A","SPMI, SPDE","","Miraflor, Joseph","6","","","","1014615","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758126","No"," ",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","754076","40010884","45515","AF  ","1st Bear Hugs LLC","OP    ","809 26th Avenue Ct","Milton","WA","98354","Pierce","809 26th Avenue Ct","Milton","WA","98354","(206) 446-8910","","(253) 345-5696","3A","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Halmaghi, Aurelian S.","5","","","","456343","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754076","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754076",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754662","40011258","46285","AF  ","1st Chase House","OP    ","7006 Opal Ct SW","Lakewood ","WA","98498","Pierce","7006 Opal Ct SW","Lakewood ","WA","98498","(253) 328-6999","","(253) 244-7179","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Wainaina, Daniel","6","","","","708054","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754662","No"," ",
"Mental Health, Dementia","Adult Family Home","758628","40014716","51674","AF  ","1ST CHOICE HOMECARE LLC","OP    ","10427 Wildflower Ct E","Bonney Lake","WA","98391","Pierce","10427 Wildflower Ct E","Bonney Lake","WA","98391","(253) 264-4062","","","3A","SPMI, SPDE","1080XS-12 ","KIBE, FAITH","4","","","","499222","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758628","No"," ",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","753596","40010517","44699","AF  ","1st Legacy Senior Care Home LLC","OP    ","4524 78th Avenue Ct W","University Place","WA","98466","Pierce","4524 78th Avenue Ct W","University Place","WA","98466","(702) 497-5740","","(253) 276-6500","3A","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Alarcon, Jorge","5","","","","896731","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753596","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753596",
"Mental Health, Dementia","Adult Family Home","755740","40012044","47621","AF  ","1st Place For Your Loved One AFH LLC","OP    ","8210 53rd Street Ct W","University Place","WA","98467","Pierce","8210 53rd Street Ct W","University Place","WA","98467","(253) 302-3386","","(253) 302-3107","3A","SPMI, SPDE","1080XS-12 ","Alarcon, Carlos","6","","","","1026296","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755740","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755740",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758166","40014335","51109","AF  ","1st PM AFH LLC","OP    ","7612 Sapphire Dr SW","Lakewood","WA","98498","Pierce","7612 Sapphire Dr SW","Lakewood","WA","98498","(253) 352-6077","","","3F","SPMI, SPDE, SPDD","1080XS-12 ","Karanja, Patrick W.","6","","","","586695","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758166","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home","757206","40013428","49790","AF  ","97TH AVENUE ADULT FAMILY HOME","OP    ","7303 97th Ave SW","Lakewood","WA","98498","Pierce","7303 97th Ave SW","Lakewood","WA","98498","(404) 643-7946","","(253) 317-2981","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Kilemi, Caroline","6","","","","1028657","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757206","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757206",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","757159","40013374","49724","AF  ","A BRIGHT DAY AFH LLC","OP    ","14410 4th Avenue Ct E","Tacoma","WA","98445","Pierce","14410 4th Avenue Ct E","Tacoma","WA","98445","(253) 267-1808","","","3A","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Chege, Monicah","6","","","","1025074","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757159","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757159",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","757956","40014190","50905","AF  ","A Cozy Casa LLC","OP    ","18404 86th Avenue Ct E","Puyallup","WA","98375","Pierce","18404 86th Avenue Ct E","Puyallup","WA","98375","(206) 351-1212","","(253) 434-2147","3A","SPMI, SPDE, SPDD","1080XS-12 ","Cardenas, Jodi L.","6","","","","1139171","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757956","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757956",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","752532","40009854","42054","AF  ","A Grace Joy  AFH II LLC","OP    ","7721 91st Ave SW","Lakewood","WA","98498","Pierce","7721 91st Ave SW","Lakewood","WA","98498","(253) 267-0955","","(253) 267-0955","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Ciroaco, Hipolito","6","","","","694664","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752532","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","753892","40010667","45038","AF  ","A Grace Joy 3 AFH LLC","OP    ","7527 95th Ave SW","Lakewood","WA","98498","Pierce","7721 91st Ave SW","Lakewood","WA","98498","(253) 212-2305","","(253) 212-2305","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Ciroaco, Hipolito","6","","","","694664","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753892","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753892",
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home","756917","40013216","49510","AF  ","A Heart and Soul AFH LLC","OP    ","11628 62nd Ave E","Puyallup","WA","98373","Pierce","11628 62nd Ave E","Puyallup","WA","98373","(253) 446-6707","","","3A","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Nelson, Daphne","6","","","","779063","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756917","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home","758636","40014001","51862","AF  ","A HELPING HAND CARE AFH LLC","OP    ","2510 32nd Ave SE","Puyallup","WA","98374","Pierce","2510 32nd Ave SE","Puyallup","WA","98374","(253) 334-4970","","","3A","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Muthaki, Rahab W.","6","","","","210788","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758636","No"," ",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754425","40011035","45832","AF  ","A Helping Hand Care AFH LLC","OP    ","3101 S 72nd St","Tacoma","WA","98409","Pierce","3101 S 72nd St","Tacoma","WA","98409","(253) 503-3232","","(253) 240-1133","3A","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Muthaki, Rahab W.","6","","","","210788","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754425","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754425",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","756728","40012462","48342","AF  ","A Helping Hand Care AFH LLC","OP    ","1605 S Pearl St","Tacoma","WA","98465","Pierce","1605 S Pearl St","Tacoma","WA","98465","(253) 292-1389","","","3A","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Muthaki, Rahab W.","6","","","","210788","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756728","No"," ",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","188700","40001887","33417","AF  ","A HOME AWAY FROM HOME","OP    ","4920 167TH ST E","TACOMA","WA","98446","Pierce","4920 167TH ST E","TACOMA","WA","98446","(253) 539-8319","","(253) 539-7380","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","McAlinden, Billie M.","6","","","","238294","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=188700","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=188700",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","755855","40012157","47812","AF  ","A Joyous Care Home AFH 1","OP    ","805 Brookdale Rd E","Tacoma","WA","98445","Pierce","805 Brookdale Rd E","Tacoma","WA","98445","(253) 212-1449","","(206) 237-8845","3A","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Wanja, Grace W.","6","","","","504634","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755855","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755855",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","756216","40012435","48289","AF  ","A Loving Home Adult Family Home and Hospice LLC","OP    ","12403 94th Ave E","Puyallup","WA","98373","Pierce","12403 94th Ave E","Puyallup","WA","98373","(253) 268-0598","","(253) 242-9154","3A","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Melara, Bernadette","5","","","","1025557","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756216","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756216",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755567","40011844","47270","AF  ","A Loving Place AFH, LLC","OP    ","72 19th Avenue Ct","Milton","WA","98354","Pierce","72 19th Avenue Ct","Milton","WA","98354","(253) 883-2677","","","3A","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Muharu, Eunice","6","","","","779013","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755567","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755567",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758384","40014575","51486","AF  ","A NURSE OWNED AFH LLC","OP    ","16822 118th Avenue Ct E","Puyallup","WA","98374","Pierce","16822 118th Avenue Ct E","Puyallup","WA","98374","(425) 591-4768","","","3A","SPMI, SPDE, SPDD","1080XS-12 ","Heinig, Loise N.","6","","","","1173314","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758384","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","757382","40006137","50174","AF  ","A Thankful Heart Villa AFH LLC","OP    ","6419 Nyanza Park Dr SW","Lakewood","WA","98499","Pierce","6419 Nyanza Park Dr SW","Lakewood","WA","98499","(253) 352-7020","","","3A","SPMI, SPDE, SPDD","1080XS-12 ","HUGHES, ANN CHRISTINE B.","6","","","","871102","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757382","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757382",
"Mental Health, Dementia","Adult Family Home","753927","40010699","45120","AF  ","A'Mels Care LLC","OP    ","1216 143rd St E","Tacoma","WA","98445","Pierce","1216 143rd St E","Tacoma","WA","98445","(253) 335-8337","","","3A","SPMI, SPDE","1080XS-12 ","Santamaria, Militza","6","","","","178988","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753927","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753927",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","753311","40010321","44167","AF  ","AA Golden Haven Adult Family Home","OP    ","1809 S 91st St","Tacoma","WA","98444","Pierce","1809 S 91st St","Tacoma","WA","98444","(253) 244-7727","","(253) 314-5508","3A","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Njoroge, Veronicah N.","6","","","","629461","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753311","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753311",
"Mental Health, Dementia","No Contract","759069","40015242","52436","AF  ","AB LEGACY CARE AFH","OP    ","13516 186th Street Ct E","Puyallup","WA","98374","Pierce","13516 186th Street Ct E","Puyallup","WA","98374","(360) 872-0656","","","3A","SPMI, SPDE","","Biresaw, Belaynesh K.","6","","","","458348","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=759069","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754640","40011221","46228","AF  ","Aberdare Acres Care Homes, LLC","OP    ","1918 63rd Avenue NE","Tacoma","WA","98422","Pierce","1918 63rd Avenue NE","Tacoma","WA","98422","(253) 719-8912","","(253) 517-5981","3A","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Mbaratha-Rurigi, Jane M.","6","","","","863501","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754640","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754640",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","757421","40012070","50064","AF  ","ABERDARE RIDGE ADULT FAMILY HOME LLC","OP    ","10227 Alaska St S","Tacoma","WA","98444","Pierce","10227 Alaska St S","Tacoma","WA","98444","(253) 503-0970","","(253) 302-3940","3A","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Mbaratha-Rurigi, Jane M.","6","","","","863501","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757421","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758196","40014453","51290","AF  ","ABIDE CARE ADULT FAMILY HOME LLC","OP    ","818 8th Ave NW","Puyallup","WA","98371","Pierce","818 8th Ave NW","Puyallup","WA","98371","(253) 268-0137","","","3A","SPMI, SPDE, SPDD","1080XS-12 ","Kihara, Charles N.","6","","","","1171207","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758196","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754117","40010878","45501","AF  ","Abinding Grace","OP    ","513 13th St SW","Puyallup","WA","98371","Pierce","513 13th St SW","Puyallup","WA","98371","(253) 604-7790","","(253) 446-6595","3A","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Wagura, Milka N.","6","","","","1016164","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754117","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754117",
