"Speciality","contract","LicenseNumber","LocationNumber","FacInstanceId","FacilityType","FacilityName","FacilityStatus","LocationAddress","LocationCity","LocationState","LocationZipCode","LocationCounty","MailAddress","MailCity","MailState","MailZipCode","TelephoneNmbr","FaxNmbr","ConfidentialFaxNmbr","RCSRegionUnit","SpecialityCode","ContractCode","FacilityPOC","LicensedBedCount","LicenseExpirationDate","CheckCompleteDate","CheckType","POCId","MemoryCertFlag","Disclosure of Services","Has Reports?","Reports Location",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","753565","40008833","44754","AF  ","A First Truecare AFH LLC","OP    ","1513 Farwell Ct NW","Olympia","WA","98502","Thurston","1513 Farwell Ct NW","Olympia","WA","98502","(360) 570-2028","","(360) 252-7001","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Malai, Olga","8","","","","583956","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753565","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753565",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, DDA Meaningful Day, Adult Family Home","756367","40012656","48649","AF  ","A New Beginning Care Home LLC","OP    ","5035 45th Ave SE","Lacey","WA","98503","Thurston","5035 45th Ave SE","Lacey","WA","98503","(360) 915-6057","","(360) 915-6079","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Tipton, Nectarina M.","6","","","","752062","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756367","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756367",
"Mental Health, Dementia","No Contract","719500","40007195","38469","AF  ","A PLACE CALLED HOME LLC","OP    ","1004 IRVING ST SW","TUMWATER","WA","98512","Thurston","1004 IRVING ST SW","TUMWATER","WA","98512","(360) 357-7023","","(360) 237-6664","3F","SPMI, SPDE","","Vicovan, Daniela L.","6","","","","481422","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=719500","No"," ",
"Mental Health, Dementia","No Contract","754149","40004539","45572","AF  ","A Quality Adult Homecare Inc","OP    ","1703 13th Ave SW","Olympia","WA","98502","Thurston","1703 13th Ave SW","Olympia","WA","98502","(206) 697-3213","","(360) 929-3632","3F","SPMI, SPDE","","Vicovan, Tatiana D.","6","","","","847661","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754149","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754149",
"Mental Health, Dementia","Adult Family Home","755341","40009803","47182","AF  ","A1 Adult Family Home LLC","OP    ","2203 Bethel St NE","Olympia","WA","98506","Thurston","2203 Bethel St NE","Olympia","WA","98506","(360) 878-9423","","(360) 688-7625","3F","SPMI, SPDE","1080XS-12 ","Kendagor, Josphat","6","","","","1016858","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755341","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755341",
"Mental Health, Dementia","No Contract","759048","40015304","52525","AF  ","Able Palms AFH LLC","OP    ","2026 Puget St NE","Olympia","WA","98506","Thurston","2026 Puget St NE","Olympia","WA","98506","(360) 338-0086","","","3F","SPMI, SPDE","","Kamau, Samuel W.","6","","","","1265794","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=759048","No"," ",
"Mental Health, Dementia","Adult Family Home","756435","40003970","48987","AF  ","Absolute Retirement Chalet Adult Family Home LLC","OP    ","10637 School Land Rd SW","Rochester","WA","98579","Thurston","10637 School Land Rd SW","Rochester","WA","98579","(360) 349-7972","","(360) 858-4161","3F","SPMI, SPDE","1080XS-12 ","Dutta, Kristine A.","6","","","","1025310","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756435","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756435",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","753315","40010363","44258","AF  ","Abundant Life Adult Family Home Care LLC","OP    ","717 Grant St SW","Tumwater","WA","98512","Thurston","717 Grant St SW","Tumwater","WA","98512","(360) 810-2443","","(360) 489-0419","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Aguon, Liwayway K.","6","","","","554066","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753315","No"," ",
"Mental Health, Dementia","Adult Family Home","757188","40013472","49849","AF  ","Action Adult Family Home LLC","OP    ","2011 Sycamore St SE","Lacey","WA","98503","Thurston","2011 Sycamore St SE","Lacey","WA","98503","(360) 764-7705","","","3F","SPMI, SPDE","1080XS-12 ","Kendagor, Susan","6","","","","1034246","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757188","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757188",
"Mental Health, Dementia","Expanded Community Services, Adult Family Home","757499","40013669","50144","AF  ","Adelaida Senior Care AFH, LLC","OP    ","9828 Ramsay Dr SE","Yelm","WA","98597","Thurston","9828 Ramsay Dr SE","Yelm","WA","98597","(360) 890-2783","","","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 ","Pingol, Adelaida","2","","","","1025841","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757499","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757499",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","757265","40013589","50039","AF  ","Agano Adult Family Home LLC","OP    ","408 Garrison St NE","Olympia","WA","98506","Thurston","408 Garrison St NE","Olympia","WA","98506","(360) 819-9957","","(360) 252-6485","3F","SPMI, SPDE, SPDD","1080XS-12 ","LOSIAMOI, SUSAN","6","","","","870285","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757265","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757265",
"Mental Health, Dementia","Adult Family Home","757812","40013940","50576","AF  ","Ageless Adventures AFH","OP    ","5529 37th Ave SE","Lacey","WA","98503","Thurston","5529 37th Ave SE","Lacey","WA","98503","(832) 352-7025","","","3F","SPMI, SPDE","1080XS-12 ","Muriu, Monica W.","6","","","","1106259","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757812","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757812",
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, DDA Meaningful Day, Adult Family Home","757105","40013433","49797","AF  ","Ajabu AFH LLC","OP    ","2728 Cassius St NE","Lacey","WA","98516","Thurston","2728 Cassius St NE","Lacey","WA","98516","(253) 709-3921","","","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Wanyoike, Rahab W.","6","","","","1028984","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757105","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757105",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","756495","40012791","48869","AF  ","Alder Street AFH","OP    ","1602 Alder St SE","Lacey","WA","98503","Thurston","1602 Alder St SE","Lacey","WA","98503","(205) 666-3492","","","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Gitiba, Zipporah W.","6","","","","635568","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756495","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756495",
"Mental Health, Dementia","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","756337","40012587","48535","AF  ","Alexandra's Home 2","OP    ","1910 Craig Rd SE","Olympia","WA","98501","Thurston","8940 58th Ave SE","Olympia","WA","98513","(360) 878-8077","","(360) 878-8579","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Bagsic, Roderick T.","6","","","","788012","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756337","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756337",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","601201","40006012","37485","AF  ","ALLAS ADULT FAMILY HOME CARE","OP    ","3316 WOODARD GREEN DR NE","OLYMPIA","WA","98506","Thurston","3316 WOODARD GREEN DR NE","OLYMPIA","WA","98506","(360) 491-8367","","(360) 491-8367","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Allas, Carolina F.","3","","","","1024815","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=601201","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=601201",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758160","40014415","51214","AF  ","AllCare Home","OP    ","2707 46th Ave NW","Olympia","WA","98502","Thurston","2707 46th Ave NW","Olympia","WA","98502","(360) 878-8816","","","3F","SPMI, SPDE, SPDD","1080XS-12 ","Maritim, Felix K.","6","","","","968094","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758160","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758160",
"Mental Health, Dementia","Expanded Community Services, Adult Family Home","756624","40012740","48787","AF  ","Alohilani Adult Family Home Care, LLC","OP    ","342 Duterrow Rd SE","Olympia","WA","98513","Thurston","342 Duterrow Rd SE","Olympia","WA","98513","(360) 490-8517","","","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 ","Bagcal, Diannah","5","","","","488702","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756624","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756624",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758341","40014562","51466","AF  ","ALPHA GLOBALCARE LLC","OP    ","9983 Jackson St SE","Yelm","WA","98597","Thurston","9983 Jackson St SE","Yelm","WA","98597","(360) 960-8388","","(253) 679-1276","3F","SPMI, SPDE, SPDD","1080XS-12 ","Igwe, Ijeoma A.","6","","","","510617","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758341","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","755946","40012230","47937","AF  ","Aman's Comfort Care","OP    ","1283 Ebbets Dr SW","Tumwater","WA","98512","Thurston","1283 Ebbets Dr SW","Tumwater","WA","98512","(360) 915-6090","","(360) 915-6090","3F","SPMI, SPDE, SPDD","1080XS-12 ","Singh, Amandeep","6","","","","972799","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755946","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755946",
"Mental Health, Dementia","Adult Family Home","758590","40009222","51933","AF  ","AMATHY ADULT FAMILY HOME LLC","OP    ","2209 Craig Rd SE","Olympia","WA","98501","Thurston","2209 Craig Rd SE","Olympia","WA","98501","(360) 995-5072","","(360) 995-5079","3F","SPMI, SPDE","1080XS-12 ","Wainaina, Mary W.","6","","","","566495","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758590","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755846","40012096","47700","AF  ","Amazing Angels LLC 2","OP    ","5901 Thornbury Dr SE","Lacey","WA","98513","Thurston","5901 Thornbury Dr SE","Lacey","WA","98513","(360) 915-9439","","(360) 878-9973","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Githui, Esther W.","6","","","","754605","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755846","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755846",
"Mental Health, Dementia, Developmental Disabilities","WCF Respite, WCF AFH SOW, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","756517","40012583","48530","AF  ","American Heroes Adult Family Home LLC","OP    ","4429 16th Ave SE","Lacey","WA","98503","Thurston","4429 16th Ave SE","Lacey","WA","98503","(360) 915-9890","","(360) 800-5801","3F","SPMI, SPDE, SPDD","1403XS-12 , 1403XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","MICHENGI, MARY W.","6","","","","565983","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756517","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756517",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","756250","40011537","48461","AF  ","American Loving Care Adult Family Home","OP    ","1505 Evanston Ct NE","Olympia","WA","98506","Thurston","826 Locust St","Everett","WA","98201","","","(360) 539-7631","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Oyamo, Francis O.","5","","","","500892","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756250","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756250",
"Mental Health, Dementia","No Contract","758947","40015122","52261","AF  ","An Idyllic Adult Family Home LLC","OP    ","4144 60th Ave SW","Olympia","WA","98512","Thurston","4144 60th Ave SW","Olympia","WA","98512","(360) 489-8039","","","3F","SPMI, SPDE","","Waters, Lelibeth","6","","","","549574","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758947","No"," ",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","750142","40007421","38669","AF  ","Angel's Adult Family Home","OP    ","1514 EVANSTON CT NE","OLYMPIA","WA","98506","Thurston","1514 EVANSTON CT NE","OLYMPIA","WA","98506","(360) 943-6379","","(360) 539-7232","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Merton, Evangeline","6","","","","1025581","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750142","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750142",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","752843","40010031","42480","AF  ","Angel's Grace AFH","OP    ","1510 Edison St SE","Olympia","WA","98501","Thurston","1510 Edison St SE","Olympia","WA","98501","(360) 870-3449","","","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Abella, Ma Athea O.","6","","","","1015648","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752843","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752843",
"Mental Health, Dementia","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","756362","40012584","48531","AF  ","Angels Senior Care 2 AFH LLC","OP    ","6307 61st Loop SE","Lacey","WA","98513","Thurston","6307 61st Loop SE","Lacey","WA","98513","(360) 878-9224","","(360) 878-9224","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Bonilla, Julieta Q.","6","","","","692573","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756362","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756362",
"Mental Health, Dementia","Adult Family Home","758242","40014346","51125","AF  ","Annangela's Haven LLC","OP    ","3401 28th Ave SE","Olympia","WA","98501","Thurston","3401 28th Ave SE","Olympia","WA","98501","(360) 489-0805","","","3F","SPMI, SPDE","1080XS-12 ","Wangondu, Anna Angela N.","6","","","","451728","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758242","No"," ",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757330","40013605","50061","AF  ","Annies 2 AFH","OP    ","2706 Castlewood Ct","Olympia","WA","98501","Thurston","2706 Castlewood Ct","Olympia","WA","98501","(360) 764-7443","","","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Wahome, Jerioth","6","","","","757940","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757330","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757330",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755477","40011899","47369","AF  ","Annies AFH LLC","OP    ","8976 Buttercup St SE","Olympia","WA","98501","Thurston","8976 Buttercup St SE","Olympia","WA","98501","(360) 915-9073","","(360) 915-9073","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Wahome, Jerioth","6","","","","757940","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755477","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755477",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758400","40014486","51343","AF  ","Arbor Drive Legacy Living AFH","OP    ","3608 Arbor Dr SE","Lacey","WA","98503","Thurston","3608 Arbor Dr SE","Lacey","WA","98503","(774) 232-6055","","","3F","SPMI, SPDE, SPDD","1080XS-12 ","Munyaburanga, Paciphique","6","","","","584678","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758400","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home","751017","40008543","39642","AF  ","Arcy's Adult Family Home","OP    ","1229 Wisteria Dr SE","Olympia","WA","98513     ","Thurston","1229 Wisteria Dr SE","Olympia","WA","98513     ","(360) 459-8553","","(360) 459-8553","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Obiacoro, Mercedita A.","5","","","","836203","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751017","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751017",
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home","757062","40013403","49756","AF  ","Arise AFH","OP    ","2405 WOODFIELD LOOP SE","Olympia","WA","98501","Thurston","2405 WOODFIELD LOOP SE","Olympia","WA","98501","(808) 743-0126","","(360) 915-9372","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Ngeze, James","6","","","","1025996","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757062","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757062",
"Mental Health, Dementia, Developmental Disabilities","No Contract","759027","40015291","52501","AF  ","ARV Care Home Inc","OP    ","1112 Nepean Dr SE","Olympia","WA","98513","Thurston","1112 Nepean Dr SE","Olympia","WA","98513","(360) 706-2864","","","3F","SPMI, SPDE, SPDD","","Valencia, Eduardo T.","6","","","","491637","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=759027","No"," ",
"Mental Health, Dementia","Adult Family Home","759038","40005106","52611","AF  ","Attentive Senior Care of St. Catherine","OP    ","1907 Craig Rd SE","Olympia","WA","98501","Thurston","1907 Craig Rd SE","Olympia","WA","98501","(360) 584-9291","","","3F","SPMI, SPDE","1080XS-12 ","CABANTANGAN, CORAZON A.","6","","","","1278536","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=759038","No"," ",
"Mental Health, Dementia","Adult Family Home","758291","40014261","51003","AF  ","Autumn Glen LLC","OP    ","2401 55th Ave SE","Olympia","WA","98501","Thurston","2401 55th Ave SE","Olympia","WA","98501","(360) 878-8348","","","3F","SPMI, SPDE","1080XS-12 ","MKINDI, AMINA R.","6","","","","755693","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758291","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home","757927","40014146","50855","AF  ","Awake AFH LLC","OP    ","3327 Stikes Dr SE","Lacey","WA","98503","Thurston","3327 Stikes Dr SE","Lacey","WA","98503","(360) 878-8665","","","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Wahome, Kesia","6","","","","1132728","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757927","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757927",
"Mental Health, Dementia","Adult Family Home","757728","40011684","50736","AF  ","AYAAN CARE AFH","OP    ","4801 20th Ave SE","Lacey","WA","98503","Thurston","4801 20th Ave SE","Lacey","WA","98503","(360) 441-2429","","","3F","SPMI, SPDE","1080XS-12 ","Adomati, Charles","6","","","","1115960","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757728","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757728",
