"Speciality","contract","LicenseNumber","LocationNumber","FacInstanceId","FacilityType","FacilityName","FacilityStatus","LocationAddress","LocationCity","LocationState","LocationZipCode","LocationCounty","MailAddress","MailCity","MailState","MailZipCode","TelephoneNmbr","FaxNmbr","ConfidentialFaxNmbr","RCSRegionUnit","SpecialityCode","ContractCode","FacilityPOC","LicensedBedCount","LicenseExpirationDate","CheckCompleteDate","CheckType","POCId","MemoryCertFlag","Disclosure of Services","Has Reports?","Reports Location",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","757459","40013580","50028","AF  ","Golden Breeze LLC","OP    ","507 Cardinal Ave","Winlock","WA","98596","Lewis","507 Cardinal Ave","Winlock","WA","98596","(360) 368-4009","","","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Osborne, Rose N.","6","","","","1047099","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757459","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home","758098","40014271","51023","AF  ","GOWANJU ADULT FAMILY HOME LLC","OP    ","85 SE 6th St","Chehalis","WA","98532","Lewis","85 SE 6th St","Chehalis","WA","98532","(360) 996-4254","","","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Njuguna, Gorret","5","","","","1092606","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758098","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758581","40014758","51735","AF  ","Harmony Living House Adult Family LLC","OP    ","120 Newaukum Village Dr","Chehalis","WA","98532","Lewis","120 Newaukum Village Dr","Chehalis","WA","98532","(360) 557-3937","","","3F","SPMI, SPDE, SPDD","1080XS-12 ","NYANDIA, PENINNAH","6","","","","758456","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758581","No"," ",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","754621","40003099","46475","AF  ","Lander House","OP    ","607 LANDER DR","CENTRALIA","WA","98531","Lewis","111 Nicola Court","Chehalis","WA","98532","(360) 736-8598","","(360) 925-3800","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Varick, Melissa M.","6","","","","570757","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754621","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754621",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","754088","40010372","45573","AF  ","Life Star Adult Family Home I","OP    ","1214 N Washington Ave","Centralia","WA","98531","Lewis","1214 N Washington Ave","Centralia","WA","98531","(360) 669-0057","","(360) 807-4181","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Waruinge, Melvin N.","6","","","","571093","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754088","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754088",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755784","40005590","47752","AF  ","Logan Manor AFH, LLC","OP    ","1410 LOGAN STREET","CENTRALIA","WA","98531","Lewis","1410 LOGAN STREET","CENTRALIA","WA","98531","(360) 736-1680","","(360) 282-0495","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Kibwana, Sulmen","6","","","","1177549","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755784","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","757969","40014075","50767","AF  ","LOGAN MANOR AFH, LLC II","OP    ","1750 SW Armstrong Ct","Chehalis","WA","98532","Lewis","1750 SW Armstrong Ct","Chehalis","WA","98532","(360) 557-8095","","","3F","SPMI, SPDE, SPDD","1080XS-12 ","KIMUNGU, MARY N.","6","","","","1219807","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757969","No"," ",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","751270","40008876","40148","AF  ","Maple Street Manor","OP    ","616 Maple St","Pe Ell","WA","98572","Lewis","239 McCormick Creek Rd","Pe Ell","WA","98572","(360) 815-1437","","","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Shepherd, Janet L.","6","","","","1018269","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751270","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751270",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","753630","40010552","44783","AF  ","Maple Street Manor Too LLC","OP    ","610 Maple Street","Pe Ell","WA","98572","Lewis","239 McCormick Creek Rd","Pe Ell","WA","98572","(360) 982-4942","","(360) 291-2403","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Shepherd, Janet L.","6","","","","1018269","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753630","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753630",
"Mental Health, Dementia","Adult Family Home","753866","40009644","45209","AF  ","Morton Love & Care Adult Family Home","OP    ","370 Westlake Ave","Morton","WA","98356","Lewis","PO Box 534","Morton","WA","98356","(360) 496-0859","","(360) 496-0828","3F","SPMI, SPDE","1080XS-12 ","Garcia (Gabon), Shane","6","","","","1026014","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753866","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753866",
"Mental Health, Dementia","Adult Family Home","756487","40008818","48992","AF  ","Morton Love & Care II","OP    ","401 Temple Ave","Morton","WA","98356     ","Lewis","PO Box 534","Morton","WA","98356","(360) 496-0340","","(360) 496-0812","3F","SPMI, SPDE","1080XS-12 ","Garcia (Gabon), Shane","6","","","","1026014","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756487","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756487",
"Mental Health, Dementia","Adult Family Home","757220","40000842","49758","AF  ","Morton Manor Adult Family Home","OP    ","180 Adams Ave","Morton","WA","98356","Lewis","PO BOX 682","Morton","WA","98356","(360) 496-0333","","","3F","SPMI, SPDE","1080XS-12 ","JULATON, HAZEL C.","6","","","","507213","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757220","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757220",
"Dementia","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","751188","40008773","39996","AF  ","Oak Wood Haven Adult Family Home LLC","OP    ","1518 Jensen Ave","Centralia","WA","98531     ","Lewis","1518 Jensen Ave","Centralia","WA","98531     ","(360) 520-0045","(360) 736-3664","","3F","SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Unknown, Unknown","6","","","","794962","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751188","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751188",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757621","40013880","50494","AF  ","PACIFIC CARE ADULT FAMILY HOME LLC","OP    ","702 Scott Dr","Centralia","WA","98531","Lewis","702 Scott Dr","Centralia","WA","98531","(360) 821-8003","","","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","MUCHEMI, MARY W.","6","","","","566014","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757621","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757621",
"Mental Health, Dementia","Adult Family Home","758900","40010090","52519","AF  ","Peace 1st Adult Care Home LLC","OP    ","210 W Washington St","Napavine","WA","98565","Lewis","210 W Washington St","Napavine","WA","98565","(360) 262-9956","","","3F","SPMI, SPDE","1080XS-12 ","CHAGE, FETENECH L.","6","","","","500140","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758900","No"," ",
"Mental Health, Dementia, Developmental Disabilities","No Contract","758662","40014980","52055","AF  ","PEACH POINTE AFH LLC","OP    ","705 Scott Dr","Centralia","WA","98531","Lewis","705 Scott Dr","Centralia","WA","98531","(360) 771-4442","","","3F","SPMI, SPDE, SPDD","","MUCHEMI, MONICA","6","","","","1248127","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758662","No"," ",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","756178","40012354","48154","AF  ","Plentycare AFH LLC","OP    ","1218 W Main St","Centralia","WA","98531","Lewis","1218 W Main St","Centralia","WA","98531","(360) 807-4380","","","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Olsen (Njuguana), Rachael W.","6","","","","1014949","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756178","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756178",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","753308","40010375","44298","AF  ","Potter's Country Home","OP    ","250 Katula Rd","Chehalis","WA","98532","Lewis","250 Katula Rd","Chehalis","WA","98532","(360) 291-0551","","(360) 291-0521","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Potter, Amanda D.","6","","","","1024046","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753308","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753308",
"Mental Health, Dementia","Adult Family Home","758622","40014581","51492","AF  ","Radiant valley AFH","OP    ","2501 Kristine Ct","Centralia","WA","98531","Lewis","6701 Alder Glen Srive SE","Olympia","WA","98513","(564) 999-7468","","","3F","SPMI, SPDE","1080XS-12 ","CHEPKORIR, EMILY","5","","","","939470","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758622","No"," ",
