"Speciality","contract","LicenseNumber","LocationNumber","FacInstanceId","FacilityType","FacilityName","FacilityStatus","LocationAddress","LocationCity","LocationState","LocationZipCode","LocationCounty","MailAddress","MailCity","MailState","MailZipCode","TelephoneNmbr","FaxNmbr","ConfidentialFaxNmbr","RCSRegionUnit","SpecialityCode","ContractCode","FacilityPOC","LicensedBedCount","LicenseExpirationDate","CheckCompleteDate","CheckType","POCId","MemoryCertFlag","Disclosure of Services","Has Reports?","Reports Location",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","757679","40013835","50423","AF  ","A Haven of Hope Adult Family Home 2","OP    ","2603 SE 145th Ave","Vancouver","WA","98683","Clark","2603 SE 145th Ave","Vancouver","WA","98683","(360) 828-5288","","","3F","SPMI, SPDE, SPDD","1080XS-12 ","Inhumang, Arleen F.","4","","","","791563","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757679","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757679",
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home","754064","40010835","45381","AF  ","A Haven of Hope Adult Family Home LLC","OP    ","1709 SE 158th Ave","Vancouver","WA","98683","Clark","1709 SE 158th Ave","Vancouver","WA","98683","(360) 991-0143","","(360) 230-7945","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Inhumang, Arleen F.","6","","","","791563","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754064","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754064",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758206","40014479","51334","AF  ","A HermosaVilla Care AFH, LLC","OP    ","5619 NE 56th St","Vancouver","WA","98661","Clark","5619 NE 56th St","Vancouver","WA","98661","(360) 773-2058","","","3F","SPMI, SPDE, SPDD","1080XS-12 ","VILLAHERMOSA, JERRY","6","","","","521977","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758206","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758206",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","756640","40004061","49086","AF  ","A Home for Elderly","OP    ","13208 NE Village Green Dr","Vancouver","WA","98684","Clark","13208 NE Village Green Dr","Vancouver","WA","98684","(360) 254-3498","","(360) 254-3498","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","JOHANSEN, ANALISA","6","","","","957496","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756640","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756640",
"Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","751732","40005219","40838","AF  ","A Home with Hope II, LLC","OP    ","12903 NE 3rd Ave","Vancouver","WA","98685","Clark","11415 NW 34th Ct","Vancouver","WA","98685","(360) 314-6137","","(360) 314-6484","3F","SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Ortiz, Richard D.","6","","","","1023116","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751732","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751732",
"Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","751345","40008951","40292","AF  ","A Home With Hope LLC","OP    ","13005 NE 3rd Ave","Vancouver","WA","98685","Clark","11415 NW 34th Ct","Vancouver","WA","98685","(360) 859-3834","","(360) 859-3841","3F","SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Concepcion-Reffett, Maryhope B.","6","","","","1016797","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751345","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751345",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","758173","40010183","51123","AF  ","A Meadow View AFH","OP    ","26502 SE 5th St","Camas","WA","98607","Clark","26502 SE 5th St","Camas","WA","98607","(360) 818-8585","","","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Coleman, Cassandra","6","","","","1161098","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758173","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758173",
"Mental Health, Dementia","Adult Family Home","753418","40010427","44432","AF  ","A Place For Mom Senior Care LLC","OP    ","12210 NE 105th St","Vancouver","WA","98682","Clark","12210 NE 105th St","Vancouver","WA","98682","(360) 977-9477","(360) 852-8737","","3F","SPMI, SPDE","1080XS-12 ","Carai, Galina A.","6","","","","1021465","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753418","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753418",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755687","40005453","48102","AF  ","A Place To Call Home II","OP    ","14104 NE 30TH COURT","VANCOUVER","WA","98686","Clark","14802 NE 117th Circle","Vancouver","WA","98682","(360) 558-3750","","(360) 828-1633","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Simmons, Michelle J.","6","","","","182661","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755687","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755687",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","756012","40008842","48329","AF  ","A Place To Call Home III","OP    ","7006 Mississippi Dr","Vancouver","WA","98664","Clark","14802 NE 117th Circle","Vancouver","WA","98682","(360) 558-3750","","(360) 828-1633","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Simmons, Michelle J.","6","","","","182661","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756012","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756012",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","756602","40006346","48979","AF  ","A Place To Call Home IV","OP    ","800 S ANDRESEN RD","VANCOUVER","WA","98661","Clark","14802 NE 117th Cir","Vancouver","WA","98682","(360) 558-3750","","(360) 828-1633","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Simmons, Michelle J.","6","","","","182661","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756602","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756602",
"Mental Health, Dementia","Specialized Behavior Support, Private Duty Nursing, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","753090","40009385","44074","AF  ","A Place to Call Home LLC","OP    ","14802 NE 117th Circle","Vancouver","WA","98682","Clark","14802 NE 117th Circle","Vancouver","WA","98682","(360) 931-1373","(360) 828-1633","","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Simmons, Michelle J.","8","","","","182661","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753090","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753090",
"Mental Health, Developmental Disabilities","DDA Meaningful Day, Adult Family Home","755137","40010184","46898","AF  ","A Quiet Haven AFH, L.L.C.","OP    ","7709 NE 107th Ave Bldg 1","Vancouver","WA","98662","Clark","7709 NE 107th Ave Bldg 1","Vancouver","WA","98662","(360) 612-2413","","(360) 254-3998","3F","SPMI, SPDD","1080XS-12 , 1080XS-12 ","KUTSAR, LORI V.","2","","","","555059","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755137","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755137",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","754332","40010954","45659","AF  ","AA Adult Elder Care","OP    ","1416 NE 145th Ave","Vancouver","WA","98684","Clark","1416 NE 145th Ave","Vancouver","WA","98684","(360) 836-5837","","(360) 314-2670","3F","SPMI, SPDE, SPDD","1080XS-12 ","Kornuta, Aureliya A.","6","","","","238810","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754332","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754332",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","757402","40013654","50125","AF  ","AAA ADULT FAMILY HOME CARE LLC","OP    ","10611 NE 92nd Ave","Vancouver","WA","98662","Clark","10611 NE 92nd Ave","Vancouver","WA","98662","(360) 787-7458","","","3F","SPMI, SPDE, SPDD","1080XS-12 ","Ishchuk, Anastasia","6","","","","1058165","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757402","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757402",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","753996","40005847","45334","AF  ","AB Gentle Care AFH LLC","OP    ","709 NE 173rd Ave","Vancouver","WA","98684","Clark","709 NE 173rd Ave","Vancouver","WA","98684","(360) 882-7858","","(360) 260-7164","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Babiy, Alena","6","","","","1023360","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753996","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753996",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","756351","40012685","48704","AF  ","Abenezer Adult Family Home","OP    ","3815 NE 85th St","Vancouver","WA","98665","Clark","3815 NE 85th St","Vancouver","WA","98665","(360) 360-6979","","(360) 795-5359","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","TERUNEH, ASHENAFI A.","6","","","","829425","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756351","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756351",
"Mental Health, Dementia, Developmental Disabilities","DDA Meaningful Day, Adult Family Home","754059","40010680","45069","AF  ","Above & Beyond Adult Family Home LLC","OP    ","807 NW 77th Street","Vancouver","WA","98665","Clark","807 NW 77th Street","Vancouver","WA","98665","(360) 334-9928","","(360) 334-9928","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Tang, Ruby Y.","6","","","","598787","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754059","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754059",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","757839","40014031","50700","AF  ","Absolute Holistic Care AFH LLC","OP    ","1819 SE 159th Ct","Vancouver","WA","98683","Clark","1819 SE 159th Ct","Vancouver","WA","98683","(564) 208-1746","","(360) 258-1747","3F","SPMI, SPDE, SPDD","1080XS-12 ","Rawson, Anna","6","","","","1122496","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757839","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757839",
"Mental Health, Dementia","Adult Family Home","758350","40014497","51370","AF  ","ABUNDANCE FOR MOM LLC","OP    ","2013 SE 146th Ave","Vancouver","WA","98683","Clark","2013 SE 146th Ave","Vancouver","WA","98683","(360) 334-9525","","","3F","SPMI, SPDE","1080XS-12 ","MAINA, CAROLINE W.","6","","","","467558","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758350","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758350",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","757255","40013475","49854","AF  ","Acreage AFH LLC","OP    ","18800 NE 204th Ave","Brush Prairie","WA","98606","Clark","18800 NE 204th Ave","Brush Prairie","WA","98606","(360) 910-1004","","","3F","SPMI, SPDE, SPDD","1080XS-12 ","Pitzul, Zina","6","","","","1022772","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757255","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757255",
"Mental Health, Dementia","Adult Family Home","756096","40012239","47952","AF  ","Active Adventures Assisted Living","OP    ","2616 NE 153rd St","Vancouver ","WA","98686","Clark","2616 NE 153rd St","Vancouver ","WA","98686","(360) 281-0965","","(360) 262-1076","3F","SPMI, SPDE","1080XS-12 ","Pahkala, Heather L.","6","","","","1017480","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756096","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756096",
"Mental Health, Dementia, Developmental Disabilities","Private Duty Nursing, Adult Family Home","758267","40008574","51575","AF  ","Adam and May Adult Family Home","OP    ","2611 SE 130th Ave","Vancouver","WA","98683","Clark","2611 SE 130th Ave","Vancouver","WA","98683","(360) 883-0679","","(360) 882-3888","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Hassan, Biftu","6","","","","1199404","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758267","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758267",
"Mental Health, Dementia","Adult Family Home","757537","40013745","50286","AF  ","AddLiv AFH LLC","OP    ","805 NW 17th Cir","Battle Ground","WA","98604","Clark","805 NW 17th Cir","Battle Ground","WA","98604","(360) 281-4444","","","3F","SPMI, SPDE","1080XS-12 ","DOMINGO, RESTITUTO M.","6","","","","1072845","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757537","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757537",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","756660","40012839","48935","AF  ","Adrian's Home LLC","OP    ","7414 Alabama Dr","Vancouver","WA","98664","Clark","7414 Alabama Dr","Vancouver","WA","98664","(503) 320-6169","","","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","BOYD, PEARLA A.","6","","","","838971","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756660","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756660",
"Mental Health, Dementia","Adult Family Home","758004","40014228","50965","AF  ","Adult Care Home for Parents LLC","OP    ","4716 NE 128th Ct","Vancouver","WA","98682","Clark","4716 NE 128th Ct","Vancouver","WA","98682","(360) 440-9849","","","3F","SPMI, SPDE","1080XS-12 ","Croitor, Didina","6","","","","1143303","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758004","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758004",
"Mental Health, Dementia","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","430301","40004303","36046","AF  ","ADULT COMFORT CARE","OP    ","9617 NE 132ND AVE","VANCOUVER","WA","98682","Clark","9617 NE 132ND AVE","VANCOUVER","WA","98682","(360) 260-3413","","(360) 260-3413","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Zagorodny, Tatyana","6","","","","619915","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=430301","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=430301",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758840","40013829","52223","AF  ","ADULT GENTLE HOME CARE LLC","OP    ","2500 NW 151st Way","Vancouver","WA","98685","Clark","2500 NW 151st Way","Vancouver","WA","98685","(360) 768-5716","","","3F","SPMI, SPDE, SPDD","1080XS-12 ","Ermakov, Victoria","6","","","","1264532","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758840","No"," ",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755550","40010297","47727","AF  ","Advanced Adult Care","OP    ","10503 NE 21st Street","Vancouver","WA","98664","Clark","10503 NE 21st Street","Vancouver","WA","98664","(503) 853-1947","","(360) 719-2931","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Nikitchuk, Svitlana","6","","","","1022981","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755550","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755550",
"Mental Health, Dementia","Adult Family Home","758594","40014769","51753","AF  ","Affinity Adult Family Home","OP    ","18704 SE 21st St","Vancouver","WA","98683","Clark","18704 SE 21st St","Vancouver","WA","98683","(360) 448-7458","","","3F","SPMI, SPDE","1080XS-12 ","Kurko, Jeany K.","6","","","","1017528","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758594","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home","751626","40009064","40472","AF  ","AFFORDABLE ADULT FAMILY HOME","OP    ","16015 NE 89TH ST","VANCOUVER","WA","98682","Clark","16015 NE 89TH ST","VANCOUVER","WA","98682","(360) 256-3793","","(360) 256-3793","3F","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Tadesse, Chanyalew T.","8","","","","808516","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751626","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751626",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758422","40014599","51515","AF  ","AFH WALNUT GROVE LLC","OP    ","6618 NE 73rd Cir","Vancouver","WA","98661","Clark","6618 NE 73rd Cir","Vancouver","WA","98661","(360) 828-5293","","(360) 828-5251","3F","SPMI, SPDE, SPDD","1080XS-12 ","PINTOR TREJO, LETICIA","4","","","","1192689","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758422","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758422",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","757097","40013270","49586","AF  ","AFH White Oak LLC","OP    ","3011 NE 96th Ave","Vancouver","WA","98662","Clark","3011 NE 96th Ave","Vancouver","WA","98662","(360) 975-0947","","","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Kyshka, Oleg A.","6","","","","178471","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757097","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757097",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","751006","40008402","39396","AF  ","Agape Home Care LLC","OP    ","4613 NE Work Ave","Vancouver","WA","98663     ","Clark","4613 NE Work Ave","Vancouver","WA","98663     ","(360) 993-7734","","(360) 993-7734","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Buzas, Calin","6","","","","1022425","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751006","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751006",
"Mental Health, Dementia","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","758017","40009193","51105","AF  ","Agape Senior Care LLC","OP    ","4808 NE 28th Ave","Vancouver","WA","98663","Clark","4808 NE 28th Ave","Vancouver","WA","98663","(360) 597-4636","","","3F","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Suveges, Cosmina D.","6","","","","478014","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758017","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758017",
"Mental Health, Dementia","Adult Family Home","758861","40015061","52171","AF  ","AgapeGrace Adult Family Home, LLC","OP    ","15301 NE 77th St","Vancouver","WA","98682","Clark","15301 NE 77th St","Vancouver","WA","98682","(360) 896-0054","","","3F","SPMI, SPDE","1080XS-12 ","Gibrehiwot, Zeweditu T.","5","","","","1261951","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758861","No"," ",
